idx,corruption,aann,corrupted_construction,diff
3188,order_swap,a staggering three bananas,a three staggering bananas,0.5940165519714355
3188,no_article,a staggering three bananas,staggering three bananas,1.4132943153381348
3188,no_modifier,a staggering three bananas,a three bananas,1.7724847793579102
3188,no_numeral,a staggering three bananas,a staggering bananas,0.21145009994506836
3195,order_swap,a staggering five forks,a five staggering forks,0.8862524032592773
3195,no_article,a staggering five forks,staggering five forks,1.4412388801574707
3195,no_modifier,a staggering five forks,a five forks,1.90614652633667
3195,no_numeral,a staggering five forks,a staggering forks,0.723508358001709
3196,order_swap,a staggering five chairs,a five staggering chairs,0.7320945262908936
3196,no_article,a staggering five chairs,staggering five chairs,1.5213100910186768
3196,no_modifier,a staggering five chairs,a five chairs,1.9190771579742432
3196,no_numeral,a staggering five chairs,a staggering chairs,1.0055677890777588
3211,order_swap,a whopping three desks,a three whopping desks,1.2631416320800781
3211,no_article,a whopping three desks,whopping three desks,2.463393211364746
3211,no_modifier,a whopping three desks,a three desks,1.3853931427001953
3211,no_numeral,a whopping three desks,a whopping desks,1.4663434028625488
3214,order_swap,a whopping three belts,a three whopping belts,1.2051753997802734
3214,no_article,a whopping three belts,whopping three belts,2.3786439895629883
3214,no_modifier,a whopping three belts,a three belts,1.1298446655273438
3214,no_numeral,a whopping three belts,a whopping belts,1.2286148071289062
3230,order_swap,a whopping five trays,a five whopping trays,1.327054500579834
3230,no_article,a whopping five trays,whopping five trays,2.033268451690674
3230,no_modifier,a whopping five trays,a five trays,1.1326117515563965
3230,no_numeral,a whopping five trays,a whopping trays,1.215341567993164
3235,order_swap,a whopping twenty forks,a twenty whopping forks,2.058439254760742
3235,no_article,a whopping twenty forks,whopping twenty forks,2.6194190979003906
3235,no_modifier,a whopping twenty forks,a twenty forks,1.7465291023254395
3235,no_numeral,a whopping twenty forks,a whopping forks,0.6885089874267578
3236,order_swap,a whopping twenty chairs,a twenty whopping chairs,1.7094459533691406
3236,no_article,a whopping twenty chairs,whopping twenty chairs,2.5055623054504395
3236,no_modifier,a whopping twenty chairs,a twenty chairs,1.8837695121765137
3236,no_numeral,a whopping twenty chairs,a whopping chairs,1.1465134620666504
3239,order_swap,a whopping twenty apples,a twenty whopping apples,1.9953489303588867
3239,no_article,a whopping twenty apples,whopping twenty apples,2.542902946472168
3239,no_modifier,a whopping twenty apples,a twenty apples,2.094257354736328
3239,no_numeral,a whopping twenty apples,a whopping apples,0.29857730865478516
3240,order_swap,a whopping twenty trays,a twenty whopping trays,1.6377663612365723
3240,no_article,a whopping twenty trays,whopping twenty trays,2.0831551551818848
3240,no_modifier,a whopping twenty trays,a twenty trays,1.3722882270812988
3240,no_numeral,a whopping twenty trays,a whopping trays,0.8903346061706543
3255,order_swap,a hefty five forks,a five hefty forks,0.265655517578125
3255,no_article,a hefty five forks,hefty five forks,1.3941702842712402
3255,no_modifier,a hefty five forks,a five forks,0.14342689514160156
3255,no_numeral,a hefty five forks,a hefty forks,0.035169124603271484
3259,order_swap,a hefty five apples,a five hefty apples,0.4296293258666992
3259,no_article,a hefty five apples,hefty five apples,1.4200439453125
3259,no_modifier,a hefty five apples,a five apples,0.4380192756652832
3259,no_numeral,a hefty five apples,a hefty apples,0.09423685073852539
3274,order_swap,a paltry three belts,a three paltry belts,1.1954689025878906
3274,no_article,a paltry three belts,paltry three belts,1.5974702835083008
3274,no_modifier,a paltry three belts,a three belts,0.7735118865966797
3274,no_numeral,a paltry three belts,a paltry belts,1.00419282913208
3284,order_swap,a paltry five belts,a five paltry belts,1.3243708610534668
3284,no_article,a paltry five belts,paltry five belts,1.675572395324707
3284,no_modifier,a paltry five belts,a five belts,0.9759230613708496
3284,no_numeral,a paltry five belts,a paltry belts,0.9523372650146484
3291,order_swap,a paltry twenty desks,a twenty paltry desks,1.6766605377197266
3291,no_article,a paltry twenty desks,paltry twenty desks,1.7940120697021484
3291,no_modifier,a paltry twenty desks,a twenty desks,1.9083714485168457
3291,no_numeral,a paltry twenty desks,a paltry desks,0.786139965057373
3292,order_swap,a paltry twenty marbles,a twenty paltry marbles,1.5186057090759277
3292,no_article,a paltry twenty marbles,paltry twenty marbles,1.8230047225952148
3292,no_modifier,a paltry twenty marbles,a twenty marbles,1.7937641143798828
3292,no_numeral,a paltry twenty marbles,a paltry marbles,0.6899538040161133
3299,order_swap,a paltry twenty apples,a twenty paltry apples,1.4326214790344238
3299,no_article,a paltry twenty apples,paltry twenty apples,1.743791103363037
3299,no_modifier,a paltry twenty apples,a twenty apples,1.794480800628662
3299,no_numeral,a paltry twenty apples,a paltry apples,0.13619661331176758
3309,order_swap,a meager three apples,a three meager apples,1.1574993133544922
3309,no_article,a meager three apples,meager three apples,1.8535962104797363
3309,no_modifier,a meager three apples,a three apples,0.7900733947753906
3309,no_numeral,a meager three apples,a meager apples,0.7672295570373535
3314,order_swap,a meager five belts,a five meager belts,1.1420307159423828
3314,no_article,a meager five belts,meager five belts,1.9661335945129395
3314,no_modifier,a meager five belts,a five belts,0.672004222869873
3314,no_numeral,a meager five belts,a meager belts,0.6655831336975098
3316,order_swap,a meager five chairs,a five meager chairs,1.1519713401794434
3316,no_article,a meager five chairs,meager five chairs,2.0040369033813477
3316,no_modifier,a meager five chairs,a five chairs,0.7870187759399414
3316,no_numeral,a meager five chairs,a meager chairs,1.0694174766540527
3325,order_swap,a meager twenty forks,a twenty meager forks,1.2893924713134766
3325,no_article,a meager twenty forks,meager twenty forks,1.798022747039795
3325,no_modifier,a meager twenty forks,a twenty forks,1.1274971961975098
3325,no_numeral,a meager twenty forks,a meager forks,0.6015820503234863
3334,order_swap,an extra three belts,a three extra belts,0.6931576728820801
3334,no_article,an extra three belts,extra three belts,1.9521093368530273
3334,no_modifier,an extra three belts,a three belts,0.7635831832885742
3334,no_numeral,an extra three belts,an extra belts,0.7096071243286133
3338,order_swap,an extra three bananas,a three extra bananas,0.5437159538269043
3338,no_article,an extra three bananas,extra three bananas,1.7726631164550781
3338,no_modifier,an extra three bananas,a three bananas,0.5375804901123047
3338,no_numeral,an extra three bananas,an extra bananas,0.5081000328063965
3348,order_swap,an extra five bananas,a five extra bananas,0.5191612243652344
3348,no_article,an extra five bananas,extra five bananas,1.9101767539978027
3348,no_modifier,an extra five bananas,a five bananas,0.5431714057922363
3348,no_numeral,an extra five bananas,an extra bananas,0.3821868896484375
3364,order_swap,a measly three belts,a three measly belts,0.8921098709106445
3364,no_article,a measly three belts,measly three belts,1.5716638565063477
3364,no_modifier,a measly three belts,a three belts,0.922248363494873
3364,no_numeral,a measly three belts,a measly belts,1.2610230445861816
3424,order_swap,a record-setting three belts,a three record-setting belts,0.6461324691772461
3424,no_article,a record-setting three belts,record-setting three belts,1.190974235534668
3424,no_modifier,a record-setting three belts,a three belts,1.0567975044250488
3424,no_numeral,a record-setting three belts,a record-setting belts,0.44794654846191406
3426,order_swap,a record-setting three chairs,a three record-setting chairs,0.6527190208435059
3426,no_article,a record-setting three chairs,record-setting three chairs,1.3877873420715332
3426,no_modifier,a record-setting three chairs,a three chairs,0.9825282096862793
3426,no_numeral,a record-setting three chairs,a record-setting chairs,0.7656960487365723
3432,order_swap,a record-setting five marbles,a five record-setting marbles,0.5811991691589355
3432,no_article,a record-setting five marbles,record-setting five marbles,1.507516860961914
3432,no_modifier,a record-setting five marbles,a five marbles,1.3142266273498535
3432,no_numeral,a record-setting five marbles,a record-setting marbles,0.028599262237548828
3436,order_swap,a record-setting five chairs,a five record-setting chairs,0.6596693992614746
3436,no_article,a record-setting five chairs,record-setting five chairs,1.463575839996338
3436,no_modifier,a record-setting five chairs,a five chairs,1.209798812866211
3436,no_numeral,a record-setting five chairs,a record-setting chairs,0.6998071670532227
3438,order_swap,a record-setting five bananas,a five record-setting bananas,0.28363990783691406
3438,no_article,a record-setting five bananas,record-setting five bananas,1.4849739074707031
3438,no_modifier,a record-setting five bananas,a five bananas,1.1563982963562012
3438,no_numeral,a record-setting five bananas,a record-setting bananas,-0.017354488372802734
3461,order_swap,a large five desks,a five large desks,-0.15950679779052734
3461,no_article,a large five desks,large five desks,1.711012363433838
3461,no_modifier,a large five desks,a five desks,0.23391485214233398
3461,no_numeral,a large five desks,a large desks,-0.5183615684509277
3508,order_swap,a big twenty bananas,a twenty big bananas,-0.018939971923828125
3508,no_article,a big twenty bananas,big twenty bananas,1.6256394386291504
3508,no_modifier,a big twenty bananas,a twenty bananas,0.42162370681762695
3508,no_numeral,a big twenty bananas,a big bananas,-0.9507451057434082
3537,order_swap,a small twenty cans,a twenty small cans,-0.2616910934448242
3537,no_article,a small twenty cans,small twenty cans,1.4485387802124023
3537,no_modifier,a small twenty cans,a twenty cans,0.3870511054992676
3537,no_numeral,a small twenty cans,a small cans,-1.163238525390625
3590,order_swap,a tall five trays,a five tall trays,-0.008907794952392578
3590,no_article,a tall five trays,tall five trays,0.6987829208374023
3590,no_modifier,a tall five trays,a five trays,-0.8341779708862305
3590,no_numeral,a tall five trays,a tall trays,-0.16026592254638672
3604,order_swap,a blue three belts,a three blue belts,-0.33826637268066406
3604,no_article,a blue three belts,blue three belts,1.2507705688476562
3604,no_modifier,a blue three belts,a three belts,-0.6488828659057617
3604,no_numeral,a blue three belts,a blue belts,-0.5652685165405273
3753,order_swap,an astonishing three pencils,a three astonishing pencils,0.6446199417114258
3753,no_article,an astonishing three pencils,astonishing three pencils,1.165924072265625
3753,no_modifier,an astonishing three pencils,a three pencils,0.19470834732055664
3753,no_numeral,an astonishing three pencils,an astonishing pencils,0.6199545860290527
3756,order_swap,an astonishing three chairs,a three astonishing chairs,0.3820209503173828
3756,no_article,an astonishing three chairs,astonishing three chairs,1.5577569007873535
3756,no_modifier,an astonishing three chairs,a three chairs,-5.9604644775390625e-5
3756,no_numeral,an astonishing three chairs,an astonishing chairs,0.5482430458068848
3765,order_swap,an astonishing five forks,a five astonishing forks,0.59201812744140625
3765,no_article,an astonishing five forks,astonishing five forks,1.6966462135314941
3765,no_modifier,an astonishing five forks,a five forks,0.25570154190063477
3765,no_numeral,an astonishing five forks,an astonishing forks,0.3185420036315918
3769,order_swap,an astonishing five apples,a five astonishing apples,0.6029796600341797
3769,no_article,an astonishing five apples,astonishing five apples,1.51255464553833
3769,no_modifier,an astonishing five apples,a five apples,0.52652740478515625
3769,no_numeral,an astonishing five apples,an astonishing apples,-0.1529831886291504
3772,order_swap,an astonishing twenty marbles,a twenty astonishing marbles,0.859187126159668
3772,no_article,an astonishing twenty marbles,astonishing twenty marbles,1.6879496574401855
3772,no_modifier,an astonishing twenty marbles,a twenty marbles,0.9651370048522949
3772,no_numeral,an astonishing twenty marbles,an astonishing marbles,-0.07847929000854492
3773,order_swap,an astonishing twenty pencils,a twenty astonishing pencils,0.80402374267578125
3773,no_article,an astonishing twenty pencils,astonishing twenty pencils,1.164449691772461
3773,no_modifier,an astonishing twenty pencils,a twenty pencils,0.11245870590209961
3773,no_numeral,an astonishing twenty pencils,an astonishing pencils,0.19022655487060547
3790,order_swap,an incredible three trays,a three incredible trays,0.5678224563598633
3790,no_article,an incredible three trays,incredible three trays,1.0027146339416504
3790,no_modifier,an incredible three trays,a three trays,0.5198125839233398
3790,no_numeral,an incredible three trays,an incredible trays,0.26966142654418945
3801,order_swap,an incredible twenty desks,a twenty incredible desks,0.28257226943969727
3801,no_article,an incredible twenty desks,incredible twenty desks,1.3614625930786133
3801,no_modifier,an incredible twenty desks,a twenty desks,1.2399182319641113
3801,no_numeral,an incredible twenty desks,an incredible desks,-0.3163480758666992
3810,order_swap,an incredible twenty trays,a twenty incredible trays,0.6067624092102051
3810,no_article,an incredible twenty trays,incredible twenty trays,1.1647934913635254
3810,no_modifier,an incredible twenty trays,a twenty trays,0.8689641952514648
3810,no_numeral,an incredible twenty trays,an incredible trays,-0.18422460556030273
3817,order_swap,an impressive three cans,a three impressive cans,0.7632112503051758
3817,no_article,an impressive three cans,impressive three cans,1.4320001602172852
3817,no_modifier,an impressive three cans,a three cans,0.30715417861938477
3817,no_numeral,an impressive three cans,an impressive cans,0.38670969009399414
3833,order_swap,an impressive twenty pencils,a twenty impressive pencils,0.71840667724609375
3833,no_article,an impressive twenty pencils,impressive twenty pencils,1.1379852294921875
3833,no_modifier,an impressive twenty pencils,a twenty pencils,0.34525394439697266
3833,no_numeral,an impressive twenty pencils,an impressive pencils,-0.07214689254760742
3865,order_swap,a disappointing twenty forks,a twenty disappointing forks,0.8238410949707031
3865,no_article,a disappointing twenty forks,disappointing twenty forks,1.8211517333984375
3865,no_modifier,a disappointing twenty forks,a twenty forks,0.04981088638305664
3865,no_numeral,a disappointing twenty forks,a disappointing forks,-0.37689828872680664
3883,order_swap,a surprising five pencils,a five surprising pencils,0.834160327911377
3883,no_article,a surprising five pencils,surprising five pencils,1.2529149055480957
3883,no_modifier,a surprising five pencils,a five pencils,-0.5854754447937012
3883,no_numeral,a surprising five pencils,a surprising pencils,0.47407054901123047
3892,order_swap,a surprising twenty marbles,a twenty surprising marbles,1.0918006896972656
3892,no_article,a surprising twenty marbles,surprising twenty marbles,1.9950752258300781
3892,no_modifier,a surprising twenty marbles,a twenty marbles,-0.28229427337646484
3892,no_numeral,a surprising twenty marbles,a surprising marbles,0.18973684310913086
3898,order_swap,a surprising twenty bananas,a twenty surprising bananas,0.4896111488342285
3898,no_article,a surprising twenty bananas,surprising twenty bananas,1.9462833404540998
3898,no_modifier,a surprising twenty bananas,a twenty bananas,-0.46793270111083984
3898,no_numeral,a surprising twenty bananas,a surprising bananas,-0.7204570770263672
3926,order_swap,a devastating twenty chairs,a twenty devastating chairs,0.4500923156738281
3926,no_article,a devastating twenty chairs,devastating twenty chairs,1.2314863204956055
3926,no_modifier,a devastating twenty chairs,a twenty chairs,1.376016616821289
3926,no_numeral,a devastating twenty chairs,a devastating chairs,-0.8806023597717285
3952,order_swap,a pathetic twenty marbles,a twenty pathetic marbles,0.15627336502075195
3952,no_article,a pathetic twenty marbles,pathetic twenty marbles,1.340090274810791
3952,no_modifier,a pathetic twenty marbles,a twenty marbles,0.48044824600219727
3952,no_numeral,a pathetic twenty marbles,a pathetic marbles,-0.06325006484985352
3958,order_swap,a pathetic twenty bananas,a twenty pathetic bananas,-0.16195344924926758
3958,no_article,a pathetic twenty bananas,pathetic twenty bananas,1.221787929534912
3958,no_modifier,a pathetic twenty bananas,a twenty bananas,0.28314208984375
3958,no_numeral,a pathetic twenty bananas,a pathetic bananas,-0.7334256172180176
3977,order_swap,a remarkable five cans,a five remarkable cans,1.0717287063598633
3977,no_article,a remarkable five cans,remarkable five cans,1.9823284149169922
3977,no_modifier,a remarkable five cans,a five cans,-0.6109409332275391
3977,no_numeral,a remarkable five cans,a remarkable cans,0.522221565246582
3980,order_swap,a remarkable five trays,a five remarkable trays,0.8767528533935547
3980,no_article,a remarkable five trays,remarkable five trays,1.4872636795043945
3980,no_modifier,a remarkable five trays,a five trays,-0.2847738265991211
3980,no_numeral,a remarkable five trays,a remarkable trays,0.3563418388366699
3987,order_swap,a remarkable twenty cans,a twenty remarkable cans,1.1234612464904785
3987,no_article,a remarkable twenty cans,remarkable twenty cans,2.2900171279907227
3987,no_modifier,a remarkable twenty cans,a twenty cans,0.011113643646240234
3987,no_numeral,a remarkable twenty cans,a remarkable cans,0.32119083404541016
4015,order_swap,a mediocre twenty forks,a twenty mediocre forks,0.21886444091796875
4015,no_article,a mediocre twenty forks,mediocre twenty forks,0.8105616569519043
4015,no_modifier,a mediocre twenty forks,a twenty forks,0.5757365226745605
4015,no_numeral,a mediocre twenty forks,a mediocre forks,-0.6672625541687012
4032,order_swap,an unsatisfying five marbles,a five unsatisfying marbles,0.2855997085571289
4032,no_article,an unsatisfying five marbles,unsatisfying five marbles,1.3126578330993652
4032,no_modifier,an unsatisfying five marbles,a five marbles,0.8427882194519043
4032,no_numeral,an unsatisfying five marbles,an unsatisfying marbles,-0.05088949203491211
4043,order_swap,an unsatisfying twenty pencils,a twenty unsatisfying pencils,0.44560909271240234
4043,no_article,an unsatisfying twenty pencils,unsatisfying twenty pencils,1.0259618759155273
4043,no_modifier,an unsatisfying twenty pencils,a twenty pencils,0.064971923828125
4043,no_numeral,an unsatisfying twenty pencils,an unsatisfying pencils,-0.30152034759521484
4068,order_swap,a lovely five bananas,a five lovely bananas,0.18265581130981445
4068,no_article,a lovely five bananas,lovely five bananas,1.2067322731018066
4068,no_modifier,a lovely five bananas,a five bananas,0.7026925086975098
4068,no_numeral,a lovely five bananas,a lovely bananas,-0.5594205856323242
4072,order_swap,a lovely twenty marbles,a twenty lovely marbles,0.3060646057128906
4072,no_article,a lovely twenty marbles,lovely twenty marbles,1.2376518249511719
4072,no_modifier,a lovely twenty marbles,a twenty marbles,1.1182465553283691
4072,no_numeral,a lovely twenty marbles,a lovely marbles,-0.8811330795288086
4078,order_swap,a lovely twenty bananas,a twenty lovely bananas,0.08872222900390625
4078,no_article,a lovely twenty bananas,lovely twenty bananas,1.1207351684570312
4078,no_modifier,a lovely twenty bananas,a twenty bananas,0.9471564292907715
4078,no_numeral,a lovely twenty bananas,a lovely bananas,-1.2154440879821777
4108,order_swap,a beautiful twenty bananas,a twenty beautiful bananas,0.1740398406982422
4108,no_article,a beautiful twenty bananas,beautiful twenty bananas,1.569798469543457
4108,no_modifier,a beautiful twenty bananas,a twenty bananas,0.08304691314697266
4108,no_numeral,a beautiful twenty bananas,a beautiful bananas,-1.4757227897644043
4110,order_swap,a beautiful twenty trays,a twenty beautiful trays,0.40262603759765625
4110,no_article,a beautiful twenty trays,beautiful twenty trays,1.1796083450317383
4110,no_modifier,a beautiful twenty trays,a twenty trays,0.07288932800292969
4110,no_numeral,a beautiful twenty trays,a beautiful trays,-0.5699634552001953
4111,order_swap,an enchanting three desks,a three enchanting desks,0.5815596580505371
4111,no_article,an enchanting three desks,enchanting three desks,0.6710348129272461
4111,no_modifier,an enchanting three desks,a three desks,1.0530810356140137
4111,no_numeral,an enchanting three desks,an enchanting desks,0.11213302612304688
4130,order_swap,an enchanting five trays,a five enchanting trays,0.3836503028869629
4130,no_article,an enchanting five trays,enchanting five trays,0.5108041763305664
4130,no_modifier,an enchanting five trays,a five trays,0.578575611114502
4130,no_numeral,an enchanting five trays,an enchanting trays,-0.14729595184326172
4154,order_swap,a soothing five belts,a five soothing belts,0.2590980529785156
4154,no_article,a soothing five belts,soothing five belts,1.1140074729919434
4154,no_modifier,a soothing five belts,a five belts,0.09972667694091797
4154,no_numeral,a soothing five belts,a soothing belts,-0.2816448211669922
4178,order_swap,a charming three bananas,a three charming bananas,0.5391392707824707
4178,no_article,a charming three bananas,charming three bananas,1.1950907707214355
4178,no_modifier,a charming three bananas,a three bananas,0.17671585083007812
4178,no_numeral,a charming three bananas,a charming bananas,-0.11932802200317383
4193,order_swap,a charming twenty pencils,a twenty charming pencils,0.4300670623779297
4193,no_article,a charming twenty pencils,charming twenty pencils,0.8520298004150391
4193,no_modifier,a charming twenty pencils,a twenty pencils,0.04519462585449219
4193,no_numeral,a charming twenty pencils,a charming pencils,-0.4706239700317383
4208,order_swap,a disgusting three bananas,a three disgusting bananas,0.14349603652954102
4208,no_article,a disgusting three bananas,disgusting three bananas,0.6000571250915527
4208,no_modifier,a disgusting three bananas,a three bananas,1.243593692779541
4208,no_numeral,a disgusting three bananas,a disgusting bananas,-0.4420924186706543
4224,order_swap,a disgusting twenty belts,a twenty disgusting belts,-0.04101371765136719
4224,no_article,a disgusting twenty belts,disgusting twenty belts,0.6520037651062012
4224,no_modifier,a disgusting twenty belts,a twenty belts,2.4677443504333496
4224,no_numeral,a disgusting twenty belts,a disgusting belts,-0.7477121353149414
4245,order_swap,an uninviting five forks,a five uninviting forks,0.12540006637573242
4245,no_article,an uninviting five forks,uninviting five forks,1.063462734222412
4245,no_modifier,an uninviting five forks,a five forks,-0.13946914672851562
4245,no_numeral,an uninviting five forks,an uninviting forks,-0.47113943099975586
4252,order_swap,an uninviting twenty marbles,a twenty uninviting marbles,0.17609643936157227
4252,no_article,an uninviting twenty marbles,uninviting twenty marbles,1.1605486869812012
4252,no_modifier,an uninviting twenty marbles,a twenty marbles,0.760901927947998
4252,no_numeral,an uninviting twenty marbles,an uninviting marbles,-0.4619312286376953
4268,order_swap,a haunting three bananas,a three haunting bananas,0.2881298065185547
4268,no_article,a haunting three bananas,haunting three bananas,0.9475860595703125
4268,no_modifier,a haunting three bananas,a three bananas,0.380584716796875
4268,no_numeral,a haunting three bananas,a haunting bananas,-0.1262369155883789
4309,order_swap,a hideous five apples,a five hideous apples,0.5036802291870117
4309,no_article,a hideous five apples,hideous five apples,1.0414929389953613
4309,no_modifier,a hideous five apples,a five apples,0.24147748947143555
4309,no_numeral,a hideous five apples,a hideous apples,-0.8227729797363281
4315,order_swap,a hideous twenty forks,a twenty hideous forks,0.42803239822387695
4315,no_article,a hideous twenty forks,hideous twenty forks,0.7825355529785156
4315,no_modifier,a hideous twenty forks,a twenty forks,0.012575626373291016
4315,no_numeral,a hideous twenty forks,a hideous forks,-0.6505727767944336
4319,order_swap,a hideous twenty apples,a twenty hideous apples,0.1592540740966797
4319,no_article,a hideous twenty apples,hideous twenty apples,0.8524055480957031
4319,no_modifier,a hideous twenty apples,a twenty apples,0.6658186912536621
4319,no_numeral,a hideous twenty apples,a hideous apples,-1.4033355712890625
4326,order_swap,an ugly three chairs,a three ugly chairs,0.18841171264648438
4326,no_article,an ugly three chairs,ugly three chairs,1.761697769165039
4326,no_modifier,an ugly three chairs,a three chairs,-0.5851564407348633
4326,no_numeral,an ugly three chairs,an ugly chairs,-0.13410282135009766
4364,order_swap,a mere five belts,a five mere belts,1.6045928001403809
4364,no_article,a mere five belts,mere five belts,2.2914233207702637
4364,no_modifier,a mere five belts,a five belts,0.1951923370361328
4364,no_numeral,a mere five belts,a mere belts,1.1866741180419922
4365,order_swap,a mere five forks,a five mere forks,1.4560871124267578
4365,no_article,a mere five forks,mere five forks,2.289212226867676
4365,no_modifier,a mere five forks,a five forks,-0.2311849594116211
4365,no_numeral,a mere five forks,a mere forks,0.7102174758911133
4366,order_swap,a mere five chairs,a five mere chairs,1.7525253295898438
4366,no_article,a mere five chairs,mere five chairs,2.215456485748291
4366,no_modifier,a mere five chairs,a five chairs,0.5175671577453613
4366,no_numeral,a mere five chairs,a mere chairs,1.503462791442871
4367,order_swap,a mere five cans,a five mere cans,1.8274602890014648
4367,no_article,a mere five cans,mere five cans,2.2329444885253906
4367,no_modifier,a mere five cans,a five cans,0.5058307647705078
4367,no_numeral,a mere five cans,a mere cans,1.5804343223571777
4376,order_swap,a mere twenty chairs,a twenty mere chairs,1.9858484268188477
4376,no_article,a mere twenty chairs,mere twenty chairs,2.523013114929199
4376,no_modifier,a mere twenty chairs,a twenty chairs,1.2311105728149414
4376,no_numeral,a mere twenty chairs,a mere chairs,1.157921314239502
4379,order_swap,a mere twenty apples,a twenty mere apples,2.1317052841186523
4379,no_article,a mere twenty apples,mere twenty apples,2.494455337524414
4379,no_modifier,a mere twenty apples,a twenty apples,0.9282674789428711
4379,no_numeral,a mere twenty apples,a mere apples,0.2515678405761719
4392,order_swap,a staggering five marbles,a five staggering marbles,0.6276497840881348
4392,no_article,a staggering five marbles,staggering five marbles,1.327040195465088
4392,no_modifier,a staggering five marbles,a five marbles,1.8529291152954102
4392,no_numeral,a staggering five marbles,a staggering marbles,0.46899986267089844
4395,order_swap,a staggering five forks,a five staggering forks,0.628624439239502
4395,no_article,a staggering five forks,staggering five forks,1.358438491821289
4395,no_modifier,a staggering five forks,a five forks,1.4384503364562988
4395,no_numeral,a staggering five forks,a staggering forks,0.30016326904296875
4411,order_swap,a whopping three desks,a three whopping desks,0.946530818939209
4411,no_article,a whopping three desks,whopping three desks,2.153761863708496
4411,no_modifier,a whopping three desks,a three desks,0.9646463394165039
4411,no_numeral,a whopping three desks,a whopping desks,1.2301945686340332
4418,order_swap,a whopping three bananas,a three whopping bananas,0.8754301071166992
4418,no_article,a whopping three bananas,whopping three bananas,1.817887306213379
4418,no_modifier,a whopping three bananas,a three bananas,0.6535587310791016
4418,no_numeral,a whopping three bananas,a whopping bananas,0.7487525939941406
4420,order_swap,a whopping three trays,a three whopping trays,0.5535364151000977
4420,no_article,a whopping three trays,whopping three trays,1.3894319534301758
4420,no_modifier,a whopping three trays,a three trays,0.6792230606079102
4420,no_numeral,a whopping three trays,a whopping trays,0.9470415115356445
4425,order_swap,a whopping five forks,a five whopping forks,1.2597522735595703
4425,no_article,a whopping five forks,whopping five forks,1.8472437858581543
4425,no_modifier,a whopping five forks,a five forks,0.8131747245788574
4425,no_numeral,a whopping five forks,a whopping forks,0.999697208404541
4426,order_swap,a whopping five chairs,a five whopping chairs,0.9279351234436035
4426,no_article,a whopping five chairs,whopping five chairs,1.8698139190673828
4426,no_modifier,a whopping five chairs,a five chairs,0.907900333404541
4426,no_numeral,a whopping five chairs,a whopping chairs,0.9928159713745117
4450,order_swap,a hefty three trays,a three hefty trays,0.15941619873046875
4450,no_article,a hefty three trays,hefty three trays,1.116013526916504
4450,no_modifier,a hefty three trays,a three trays,0.01432180404663086
4450,no_numeral,a hefty three trays,a hefty trays,0.2738614082336426
4467,order_swap,a hefty twenty cans,a twenty hefty cans,0.39283037185668945
4467,no_article,a hefty twenty cans,hefty twenty cans,1.5555810928344718
4467,no_modifier,a hefty twenty cans,a twenty cans,0.7601866722106934
4467,no_numeral,a hefty twenty cans,a hefty cans,0.03178596496582031
4484,order_swap,a paltry five belts,a five paltry belts,1.1772174835205078
4484,no_article,a paltry five belts,paltry five belts,2.360422134399414
4484,no_modifier,a paltry five belts,a five belts,0.8746895790100098
4484,no_numeral,a paltry five belts,a paltry belts,0.9912748336791992
4485,order_swap,a paltry five forks,a five paltry forks,0.5280117988586426
4485,no_article,a paltry five forks,paltry five forks,2.2888803482055664
4485,no_modifier,a paltry five forks,a five forks,0.27337121963500977
4485,no_numeral,a paltry five forks,a paltry forks,0.758324146270752
4489,order_swap,a paltry five apples,a five paltry apples,1.0663719177246094
4489,no_article,a paltry five apples,paltry five apples,2.1591148376464844
4489,no_modifier,a paltry five apples,a five apples,0.9077396392822266
4489,no_numeral,a paltry five apples,a paltry apples,0.4215250015258789
4512,order_swap,a meager five marbles,a five meager marbles,1.103200912475586
4512,no_article,a meager five marbles,meager five marbles,2.1663413047790527
4512,no_modifier,a meager five marbles,a five marbles,0.7773981094360352
4512,no_numeral,a meager five marbles,a meager marbles,0.7993030548095703
4516,order_swap,a meager five chairs,a five meager chairs,1.247483730316162
4516,no_article,a meager five chairs,meager five chairs,2.1841917037963867
4516,no_modifier,a meager five chairs,a five chairs,0.7112770080566406
4516,no_numeral,a meager five chairs,a meager chairs,0.6499433517456055
4522,order_swap,a meager twenty marbles,a twenty meager marbles,1.142995834350586
4522,no_article,a meager twenty marbles,meager twenty marbles,2.313668727874756
4522,no_modifier,a meager twenty marbles,a twenty marbles,1.229992389678955
4522,no_numeral,a meager twenty marbles,a meager marbles,0.6389312744140625
4524,order_swap,a meager twenty belts,a twenty meager belts,0.9295759201049805
4524,no_article,a meager twenty belts,meager twenty belts,2.1973299980163574
4524,no_modifier,a meager twenty belts,a twenty belts,1.3288450241088867
4524,no_numeral,a meager twenty belts,a meager belts,0.2259840965270996
4526,order_swap,a meager twenty chairs,a twenty meager chairs,1.0376029014587402
4526,no_article,a meager twenty chairs,meager twenty chairs,2.138462543487549
4526,no_modifier,a meager twenty chairs,a twenty chairs,1.2770490646362305
4526,no_numeral,a meager twenty chairs,a meager chairs,0.1566305160522461
4530,order_swap,a meager twenty trays,a twenty meager trays,0.7898082733154297
4530,no_article,a meager twenty trays,meager twenty trays,1.6120009422302246
4530,no_modifier,a meager twenty trays,a twenty trays,0.5772414207458496
4530,no_numeral,a meager twenty trays,a meager trays,0.20279932022094727
