HITId,WorkerId,batch,kind,itemnum,value,English,country,answer,sentence
adjH99,adjS83,1,Input.id,18,disappointing-five-acts-sent-unitlike-1,TRUE,TRUE,8,They consumed a disappointing five acts.
adjH150,adjS168,1,Input.id,18,mediocre-five-Americans-sent-human-0,TRUE,TRUE,10,We served dinner to a mediocre five Americans.
adjH42,adjS51,1,Input.id,18,mediocre-five-days-sent-temporal-0,TRUE,TRUE,10,The family spent a mediocre five days in London.
adjH144,adjS123,1,Input.id,18,impressive-five-meters-sent-distance-2,TRUE,TRUE,10,Someone traveled an impressive five meters.
adjH151,adjS48,1,Input.id,18,bold-five-teammates-sent-human-2,FALSE,FALSE,5,We congratulated a bold five teammates.
adjH190,adjS87,1,Input.id,18,incredible-five-cans-sent-objects-2,TRUE,TRUE,3,Someone saw an incredible five cans.
adjH63,adjS200,1,Input.id,18,haunting-three-meters-sent-distance-0,TRUE,TRUE,7,He drove a haunting three meters.
adjH37,adjS62,1,Input.id,18,whopping-five-meters-sent-distance-0,TRUE,TRUE,10,He drove a whopping five meters.
adjH89,adjS163,1,Input.id,18,big-three-chairs-sent-objects-2,TRUE,TRUE,2,Someone saw a big three chairs.
adjH87,adjS6,1,Input.id,18,whopping-twenty-feet-sent-distance-0,TRUE,TRUE,9,He drove a whopping twenty feet.
adjH165,adjS85,1,Input.id,18,measly-five-weeks-sent-temporal-2,TRUE,TRUE,8,The tourish stayed a measly five weeks in Papua New Guinea.
adjH41,adjS188,1,Input.id,18,extra-five-paragraphs-sent-unitlike-0,TRUE,TRUE,9,Luis took in an extra five paragraphs.
adjH141,adjS160,1,Input.id,18,incredible-twenty-pages-sent-unitlike-2,TRUE,TRUE,10,It lasted an incredible twenty pages.
adjH78,adjS178,1,Input.id,18,hefty-five-years-sent-temporal-1,TRUE,TRUE,7,The diplomat worked a hefty five years in Nairobi.
adjH183,adjS139,1,Input.id,18,devastating-five-steps-sent-distance-0,TRUE,TRUE,2,He drove a devastating five steps.
adjH65,adjS104,1,Input.id,18,remarkable-twenty-books-sent-art-1,TRUE,TRUE,8,I experienced a remarkable twenty books.
adjH3,adjS111,1,Input.id,18,hideous-three-marbles-sent-objects-0,TRUE,TRUE,7,She bought a hideous three marbles.
adjH79,adjS102,1,Input.id,18,surprising-twenty-yards-sent-distance-0,TRUE,TRUE,10,He drove a surprising twenty yards.
adjH154,adjS34,1,Input.id,18,disgusting-five-books-sent-art-1,TRUE,TRUE,2,I experienced a disgusting five books.
adjH39,adjS170,1,Input.id,18,hideous-three-hours-sent-temporal-0,TRUE,TRUE,9,The family spent a hideous three hours in London.
adjH54,adjS196,1,Input.id,18,charming-five-awards-sent-unitlike-2,TRUE,TRUE,2,It lasted a charming five awards.
adjH11,adjS99,1,Input.id,18,astonishing-five-pages-sent-unitlike-2,TRUE,TRUE,10,It lasted an astonishing five pages.
adjH131,adjS28,1,Input.id,18,hideous-three-meals-sent-unitlike-1,TRUE,TRUE,8,They consumed a hideous three meals.
adjH186,adjS189,1,Input.id,18,impressive-three-trays-sent-objects-0,TRUE,TRUE,3,She bought an impressive three trays.
adjH132,adjS35,1,Input.id,18,beautiful-three-chairs-sent-objects-0,TRUE,TRUE,4,She bought a beautiful three chairs.
adjH159,adjS20,1,Input.id,18,measly-twenty-teammates-sent-human-2,TRUE,FALSE,10,We congratulated a measly twenty teammates.
adjH103,adjS13,1,Input.id,18,hideous-three-shows-sent-art-0,TRUE,TRUE,4,The newspaper reviewed a hideous three shows.
adjH179,adjS165,1,Input.id,18,extra-five-meals-sent-unitlike-1,TRUE,TRUE,10,They consumed an extra five meals.
adjH112,adjS86,1,Input.id,18,grinning-twenty-doctors-sent-human-2,TRUE,TRUE,7,We congratulated a grinning twenty doctors.
adjH24,adjS131,1,Input.id,18,lovely-twenty-hours-sent-temporal-1,TRUE,TRUE,4,The diplomat worked a lovely twenty hours in Nairobi.
adjH122,adjS113,1,Input.id,18,ugly-five-paragraphs-sent-unitlike-2,TRUE,TRUE,9,It lasted an ugly five paragraphs.
adjH22,adjS76,1,Input.id,18,soothing-five-steps-sent-distance-1,TRUE,TRUE,6,Somone walked a soothing five steps.
adjH155,adjS8,1,Input.id,18,astonishing-twenty-movies-sent-art-1,TRUE,TRUE,7,I experienced an astonishing twenty movies.
adjH60,adjS149,1,Input.id,18,ugly-three-steps-sent-distance-1,TRUE,TRUE,7,Somone walked an ugly three steps.
adjH102,adjS110,1,Input.id,18,enchanting-five-Americans-sent-human-0,TRUE,TRUE,4,We served dinner to an enchanting five Americans.
adjH173,adjS37,1,Input.id,18,devastating-five-bananas-sent-objects-1,TRUE,TRUE,9,They discovered a devastating five bananas.
adjH105,adjS117,1,Input.id,18,haunting-twenty-awards-sent-unitlike-2,TRUE,TRUE,1,It lasted a haunting twenty awards.
adjH199,adjS193,1,Input.id,18,shy-five-teammates-sent-human-2,TRUE,TRUE,4,We congratulated a shy five teammates.
adjH7,adjS50,1,Input.id,18,disgusting-twenty-months-sent-temporal-0,TRUE,TRUE,10,The family spent a disgusting twenty months in London.
adjH194,adjS95,1,Input.id,18,staggering-three-awards-sent-unitlike-1,TRUE,TRUE,5,They consumed a staggering three awards.
adjH8,adjS112,1,Input.id,18,ugly-twenty-blocks-sent-distance-1,TRUE,TRUE,2,Somone walked an ugly twenty blocks.
adjH106,adjS36,1,Input.id,18,hefty-twenty-hours-sent-temporal-1,TRUE,TRUE,8,The diplomat worked a hefty twenty hours in Nairobi.
adjH177,adjS138,1,Input.id,18,devastating-three-pages-sent-unitlike-2,TRUE,TRUE,9,It lasted a devastating three pages.
adjH188,adjS177,1,Input.id,18,haunting-twenty-pages-sent-unitlike-1,TRUE,TRUE,7,They consumed a haunting twenty pages.
adjH32,adjS75,1,Input.id,18,extra-twenty-blocks-sent-distance-2,TRUE,TRUE,10,Someone traveled an extra twenty blocks.
adjH91,adjS66,1,Input.id,18,charming-five-forks-sent-objects-1,TRUE,TRUE,10,They discovered a charming five forks.
adjH6,adjS116,1,Input.id,18,uninviting-five-books-sent-art-2,TRUE,TRUE,2,Please enjoy an uninviting five books.
adjH49,adjS97,1,Input.id,18,meager-twenty-meters-sent-distance-2,TRUE,TRUE,10,Someone traveled a meager twenty meters.
adjH51,adjS105,1,Input.id,18,incredible-twenty-operas-sent-art-2,TRUE,TRUE,8,Please enjoy an incredible twenty operas.
adjH36,adjS96,1,Input.id,18,enchanting-twenty-blocks-sent-distance-1,TRUE,TRUE,8,Somone walked an enchanting twenty blocks.
adjH52,adjS12,1,Input.id,18,astonishing-twenty-meters-sent-distance-1,TRUE,TRUE,4,Somone walked an astonishing twenty meters.
adjH116,adjS103,1,Input.id,18,large-three-Americans-sent-human-2,TRUE,TRUE,6,We congratulated a large three Americans.
adjH109,adjS157,1,Input.id,18,substantial-twenty-pages-sent-unitlike-2,TRUE,TRUE,9,It lasted a substantial twenty pages.
adjH56,adjS171,1,Input.id,18,charming-three-years-sent-temporal-0,TRUE,TRUE,9,The family spent a charming three years in London.
adjH10,adjS127,1,Input.id,18,tall-five-trays-sent-objects-1,TRUE,TRUE,9,They discovered a tall five trays.
adjH30,adjS147,1,Input.id,18,hefty-twenty-acts-sent-unitlike-0,TRUE,TRUE,10,Luis took in a hefty twenty acts.
adjH2,adjS107,1,Input.id,18,remarkable-five-cans-sent-objects-2,TRUE,TRUE,9,Someone saw a remarkable five cans.
adjH113,adjS23,1,Input.id,18,large-three-trays-sent-objects-1,TRUE,TRUE,2,They discovered a large three trays.
adjH93,adjS125,1,Input.id,18,uninviting-five-years-sent-temporal-1,TRUE,FALSE,5,The diplomat worked an uninviting five years in Nairobi.
adjH48,adjS198,1,Input.id,18,pathetic-three-feet-sent-distance-0,TRUE,TRUE,8,He drove a pathetic three feet.
adjH181,adjS145,1,Input.id,18,hefty-three-acts-sent-unitlike-1,TRUE,TRUE,7,They consumed a hefty three acts.
adjH94,adjS39,1,Input.id,18,extra-five-lawyers-sent-human-0,TRUE,TRUE,7,We served dinner to an extra five lawyers.
adjH12,adjS42,1,Input.id,18,pathetic-five-months-sent-temporal-0,TRUE,TRUE,10,The family spent a pathetic five months in London.
adjH104,adjS192,1,Input.id,18,extra-three-teammates-sent-human-0,TRUE,TRUE,8,We served dinner to an extra three teammates.
adjH170,adjS10,1,Input.id,18,ugly-five-movies-sent-art-1,TRUE,NA,7,I experienced an ugly five movies.
adjH185,adjS130,1,Input.id,18,uninviting-three-shows-sent-art-0,TRUE,TRUE,6,The newspaper reviewed an uninviting three shows.
adjH35,adjS142,1,Input.id,18,hideous-twenty-steps-sent-distance-1,TRUE,TRUE,8,Somone walked a hideous twenty steps.
adjH95,adjS84,1,Input.id,18,hopeful-twenty-teammates-sent-human-0,FALSE,FALSE,6,We served dinner to a hopeful twenty teammates.
adjH23,adjS146,1,Input.id,18,disgusting-three-books-sent-art-1,TRUE,TRUE,5,I experienced a disgusting three books.
adjH198,adjS93,1,Input.id,18,remarkable-five-feet-sent-distance-2,TRUE,TRUE,8,Someone traveled a remarkable five feet.
adjH197,adjS15,1,Input.id,18,astonishing-twenty-months-sent-temporal-0,TRUE,TRUE,10,The family spent an astonishing twenty months in London.
adjH137,adjS135,1,Input.id,18,soothing-five-awards-sent-unitlike-2,TRUE,TRUE,1,It lasted a soothing five awards.
adjH55,adjS133,1,Input.id,18,disgusting-five-awards-sent-unitlike-2,TRUE,TRUE,5,It lasted a disgusting five awards.
adjH152,adjS44,1,Input.id,18,staggering-twenty-shows-sent-art-2,TRUE,TRUE,8,Please enjoy a staggering twenty shows.
adjH66,adjS144,1,Input.id,18,mere-twenty-paragraphs-sent-unitlike-2,TRUE,TRUE,10,It lasted a mere twenty paragraphs.
adjH57,adjS194,1,Input.id,18,incredible-three-operas-sent-art-0,TRUE,TRUE,8,The newspaper reviewed an incredible three operas.
adjH74,adjS54,1,Input.id,18,staggering-five-meals-sent-unitlike-0,TRUE,TRUE,10,Luis took in a staggering five meals.
adjH123,adjS169,1,Input.id,18,ugly-three-blocks-sent-distance-1,TRUE,TRUE,8,Somone walked an ugly three blocks.
adjH182,adjS166,1,Input.id,18,pathetic-twenty-pencils-sent-objects-1,TRUE,TRUE,10,They discovered a pathetic twenty pencils.
adjH153,adjS45,1,Input.id,18,disgusting-five-students-sent-human-0,FALSE,TRUE,4,We served dinner to a disgusting five students.
adjH111,adjS106,1,Input.id,18,haunting-twenty-meters-sent-distance-0,FALSE,TRUE,5,He drove a haunting twenty meters.
adjH40,adjS59,1,Input.id,18,unsatisfying-twenty-steps-sent-distance-2,TRUE,TRUE,7,Someone traveled an unsatisfying twenty steps.
adjH139,adjS167,1,Input.id,18,astonishing-three-meals-sent-unitlike-0,TRUE,TRUE,9,Luis took in an astonishing three meals.
adjH187,adjS63,1,Input.id,18,lovely-three-yards-sent-distance-2,TRUE,TRUE,2,Someone traveled a lovely three yards.
adjH100,adjS70,1,Input.id,18,surprising-three-doctors-sent-human-2,TRUE,TRUE,9,We congratulated a surprising three doctors.
adjH192,adjS43,1,Input.id,18,surprising-five-paintings-sent-art-0,TRUE,TRUE,10,The newspaper reviewed a surprising five paintings.
adjH88,adjS79,1,Input.id,18,mediocre-five-soldiers-sent-human-2,TRUE,TRUE,9,We congratulated a mediocre five soldiers.
adjH200,adjS30,1,Input.id,18,uninviting-three-yards-sent-distance-1,TRUE,TRUE,7,Somone walked an uninviting three yards.
adjH77,adjS1,1,Input.id,18,beautiful-five-feet-sent-distance-1,TRUE,TRUE,7,Somone walked a beautiful five feet.
adjH148,adjS126,1,Input.id,18,substantial-five-awards-sent-unitlike-0,TRUE,TRUE,5,Luis took in a substantial five awards.
adjH61,adjS184,1,Input.id,18,measly-five-soldiers-sent-human-2,TRUE,TRUE,8,We congratulated a measly five soldiers.
adjH178,adjS71,1,Input.id,18,remarkable-twenty-years-sent-temporal-0,TRUE,TRUE,10,The family spent a remarkable twenty years in London.
adjH38,adjS141,1,Input.id,18,devastating-five-days-sent-temporal-1,TRUE,TRUE,9,The diplomat worked a devastating five days in Nairobi.
adjH85,adjS161,1,Input.id,18,pathetic-twenty-meals-sent-unitlike-1,TRUE,TRUE,10,They consumed a pathetic twenty meals.
adjH166,adjS154,1,Input.id,18,fancy-twenty-lawyers-sent-human-2,TRUE,TRUE,2,We congratulated a fancy twenty lawyers.
adjH28,adjS26,1,Input.id,18,enchanting-three-students-sent-human-2,TRUE,TRUE,8,We congratulated an enchanting three students.
adjH176,adjS140,1,Input.id,18,soothing-three-books-sent-art-1,TRUE,TRUE,10,I experienced a soothing three books.
adjH70,adjS114,1,Input.id,18,uninviting-three-weeks-sent-temporal-1,TRUE,TRUE,4,The diplomat worked an uninviting three weeks in Nairobi.
adjH180,adjS27,1,Input.id,18,astonishing-three-doctors-sent-human-0,TRUE,TRUE,7,We served dinner to an astonishing three doctors.
adjH121,adjS94,1,Input.id,18,enchanting-five-trays-sent-objects-2,FALSE,TRUE,10,Someone saw an enchanting five trays.
adjH149,adjS61,1,Input.id,19,record-setting-twenty-weeks-sent-temporal-1,FALSE,FALSE,10,The diplomat worked a record-setting twenty weeks in Nairobi.
adjH174,adjS9,1,Input.id,19,grinning-five-students-sent-human-0,TRUE,TRUE,6,We served dinner to a grinning five students.
adjH62,adjS80,1,Input.id,19,hideous-five-awards-sent-unitlike-2,TRUE,TRUE,5,It lasted a hideous five awards.
adjH175,adjS74,1,Input.id,19,remarkable-twenty-years-sent-temporal-2,TRUE,TRUE,10,The tourish stayed a remarkable twenty years in Papua New Guinea.
adjH99,adjS83,1,Input.id,19,hefty-five-days-sent-temporal-1,TRUE,TRUE,8,The diplomat worked a hefty five days in Nairobi.
adjH195,adjS183,1,Input.id,19,astonishing-three-movies-sent-art-2,TRUE,TRUE,4,Please enjoy an astonishing three movies.
adjH42,adjS51,1,Input.id,19,paltry-twenty-teammates-sent-human-2,TRUE,TRUE,10,We congratulated a paltry twenty teammates.
adjH20,adjS109,1,Input.id,19,graceful-five-bankers-sent-human-1,TRUE,TRUE,8,A graceful five bankers greeted us at the door.
adjH144,adjS123,1,Input.id,19,hefty-twenty-chairs-sent-objects-0,TRUE,TRUE,10,She bought a hefty twenty chairs.
adjH164,adjS100,1,Input.id,19,haunting-twenty-hours-sent-temporal-0,TRUE,TRUE,9,The family spent a haunting twenty hours in London.
adjH126,adjS98,1,Input.id,19,measly-twenty-acts-sent-unitlike-2,TRUE,TRUE,8,It lasted a measly twenty acts.
adjH190,adjS87,1,Input.id,19,soothing-twenty-operas-sent-art-1,TRUE,TRUE,3,I experienced a soothing twenty operas.
adjH171,adjS21,1,Input.id,19,measly-twenty-paragraphs-sent-unitlike-1,TRUE,TRUE,7,They consumed a measly twenty paragraphs.
adjH34,adjS172,1,Input.id,19,astonishing-three-steps-sent-distance-1,TRUE,TRUE,9,Somone walked an astonishing three steps.
adjH63,adjS200,1,Input.id,19,record-setting-five-teammates-sent-human-0,TRUE,TRUE,7,We served dinner to a record-setting five teammates.
adjH37,adjS62,1,Input.id,19,whopping-three-marbles-sent-objects-0,TRUE,TRUE,10,She bought a whopping three marbles.
adjH26,adjS73,1,Input.id,19,impressive-five-weeks-sent-temporal-1,TRUE,TRUE,8,The diplomat worked an impressive five weeks in Nairobi.
adjH87,adjS6,1,Input.id,19,whopping-twenty-feet-sent-distance-1,TRUE,TRUE,9,Somone walked a whopping twenty feet.
adjH50,adjS32,1,Input.id,19,soothing-five-feet-sent-distance-2,TRUE,TRUE,10,Someone traveled a soothing five feet.
adjH41,adjS188,1,Input.id,19,beautiful-three-bananas-sent-objects-1,TRUE,TRUE,9,They discovered a beautiful three bananas.
adjH141,adjS160,1,Input.id,19,disappointing-twenty-shows-sent-art-2,TRUE,TRUE,5,Please enjoy a disappointing twenty shows.
adjH119,adjS57,1,Input.id,19,devastating-five-meals-sent-unitlike-0,TRUE,TRUE,8,Luis took in a devastating five meals.
adjH136,adjS156,1,Input.id,19,lovely-three-meters-sent-distance-0,TRUE,TRUE,10,He drove a lovely three meters.
adjH78,adjS178,1,Input.id,19,hideous-twenty-books-sent-art-0,TRUE,TRUE,7,The newspaper reviewed a hideous twenty books.
adjH183,adjS139,1,Input.id,19,surprising-five-desks-sent-objects-0,TRUE,TRUE,9,She bought a surprising five desks.
adjH65,adjS104,1,Input.id,19,mere-twenty-acts-sent-unitlike-2,TRUE,TRUE,9,It lasted a mere twenty acts.
adjH146,adjS162,1,Input.id,19,unsatisfying-five-awards-sent-unitlike-0,TRUE,TRUE,10,Luis took in an unsatisfying five awards.
adjH3,adjS111,1,Input.id,19,disgusting-five-weeks-sent-temporal-0,TRUE,TRUE,9,The family spent a disgusting five weeks in London.
adjH9,adjS77,1,Input.id,19,talented-three-actors-sent-human-2,TRUE,TRUE,10,We congratulated a talented three actors.
adjH145,adjS179,1,Input.id,19,devastating-twenty-teammates-sent-human-2,TRUE,TRUE,4,We congratulated a devastating twenty teammates.
adjH79,adjS102,1,Input.id,19,unsatisfying-five-days-sent-temporal-1,TRUE,TRUE,9,The diplomat worked an unsatisfying five days in Nairobi.
adjH39,adjS170,1,Input.id,19,soothing-twenty-steps-sent-distance-2,TRUE,TRUE,9,Someone traveled a soothing twenty steps.
adjH53,adjS67,1,Input.id,19,disgusting-three-yards-sent-distance-0,TRUE,TRUE,10,He drove a disgusting three yards.
adjH127,adjS64,1,Input.id,19,surprising-twenty-paragraphs-sent-unitlike-1,TRUE,TRUE,5,They consumed a surprising twenty paragraphs.
adjH11,adjS99,1,Input.id,19,record-setting-twenty-pages-sent-unitlike-0,TRUE,TRUE,9,Luis took in a record-setting twenty pages.
adjH131,adjS28,1,Input.id,19,extra-twenty-yards-sent-distance-0,TRUE,TRUE,10,He drove an extra twenty yards.
adjH186,adjS189,1,Input.id,19,extra-twenty-hours-sent-temporal-2,TRUE,TRUE,10,The tourish stayed an extra twenty hours in Papua New Guinea.
adjH143,adjS91,1,Input.id,19,charming-twenty-hours-sent-temporal-2,TRUE,TRUE,9,The tourish stayed a charming twenty hours in Papua New Guinea.
adjH159,adjS20,1,Input.id,19,meager-twenty-meals-sent-unitlike-2,TRUE,FALSE,10,It lasted a meager twenty meals.
adjH103,adjS13,1,Input.id,19,disgusting-twenty-pencils-sent-objects-0,TRUE,TRUE,2,She bought a disgusting twenty pencils.
adjH112,adjS86,1,Input.id,19,mere-five-movies-sent-art-2,TRUE,TRUE,9,Please enjoy a mere five movies.
adjH60,adjS149,1,Input.id,19,devastating-three-bankers-sent-human-0,TRUE,TRUE,4,We served dinner to a devastating three bankers.
adjH130,adjS58,1,Input.id,19,substantial-three-chairs-sent-objects-1,TRUE,TRUE,4,They discovered a substantial three chairs.
adjH80,adjS137,1,Input.id,19,disappointing-five-paintings-sent-art-0,TRUE,TRUE,3,The newspaper reviewed a disappointing five paintings.
adjH105,adjS117,1,Input.id,19,measly-five-actors-sent-human-0,TRUE,TRUE,10,We served dinner to a measly five actors.
adjH129,adjS92,1,Input.id,19,astonishing-three-movies-sent-art-1,TRUE,TRUE,9,I experienced an astonishing three movies.
adjH199,adjS193,1,Input.id,19,surprising-five-movies-sent-art-0,TRUE,TRUE,5,The newspaper reviewed a surprising five movies.
adjH7,adjS50,1,Input.id,19,unsatisfying-three-doctors-sent-human-0,TRUE,TRUE,4,We served dinner to an unsatisfying three doctors.
adjH86,adjS134,1,Input.id,19,mediocre-twenty-paintings-sent-art-0,TRUE,TRUE,10,The newspaper reviewed a mediocre twenty paintings.
adjH168,adjS90,1,Input.id,19,remarkable-five-hours-sent-temporal-2,TRUE,TRUE,8,The tourish stayed a remarkable five hours in Papua New Guinea.
adjH106,adjS36,1,Input.id,19,extra-three-years-sent-temporal-2,TRUE,TRUE,3,The tourish stayed an extra three years in Papua New Guinea.
adjH177,adjS138,1,Input.id,19,soothing-twenty-books-sent-art-1,TRUE,TRUE,3,I experienced a soothing twenty books.
adjH83,adjS148,1,Input.id,19,meager-twenty-steps-sent-distance-2,TRUE,TRUE,7,Someone traveled a meager twenty steps.
adjH67,adjS68,1,Input.id,19,fancy-twenty-teammates-sent-human-2,TRUE,TRUE,6,We congratulated a fancy twenty teammates.
adjH188,adjS177,1,Input.id,19,record-setting-three-paintings-sent-art-0,TRUE,TRUE,10,The newspaper reviewed a record-setting three paintings.
adjH32,adjS75,1,Input.id,19,ugly-three-paragraphs-sent-unitlike-1,TRUE,TRUE,5,They consumed an ugly three paragraphs.
adjH91,adjS66,1,Input.id,19,staggering-three-yards-sent-distance-0,TRUE,TRUE,10,He drove a staggering three yards.
adjH97,adjS65,1,Input.id,19,measly-three-bananas-sent-objects-2,TRUE,TRUE,10,Someone saw a measly three bananas.
adjH68,adjS22,1,Input.id,19,disappointing-three-actors-sent-human-1,TRUE,TRUE,10,A disappointing three actors greeted us at the door.
adjH160,adjS81,1,Input.id,19,surprising-three-students-sent-human-1,TRUE,TRUE,7,A surprising three students greeted us at the door.
adjH142,adjS72,1,Input.id,19,mediocre-twenty-shows-sent-art-0,TRUE,TRUE,7,The newspaper reviewed a mediocre twenty shows.
adjH56,adjS171,1,Input.id,19,soothing-three-movies-sent-art-0,TRUE,TRUE,6,The newspaper reviewed a soothing three movies.
adjH45,adjS11,1,Input.id,19,surprising-twenty-meals-sent-unitlike-1,TRUE,TRUE,8,They consumed a surprising twenty meals.
adjH196,adjS118,1,Input.id,19,astonishing-five-pages-sent-unitlike-0,TRUE,TRUE,9,Luis took in an astonishing five pages.
adjH113,adjS23,1,Input.id,19,astonishing-five-weeks-sent-temporal-2,TRUE,TRUE,4,The tourish stayed an astonishing five weeks in Papua New Guinea.
adjH181,adjS145,1,Input.id,19,whopping-five-pages-sent-unitlike-2,TRUE,TRUE,10,It lasted a whopping five pages.
adjH12,adjS42,1,Input.id,19,large-three-students-sent-human-1,TRUE,TRUE,1,A large three students greeted us at the door.
adjH95,adjS84,1,Input.id,19,green-twenty-pencils-sent-objects-2,FALSE,FALSE,2,Someone saw a green twenty pencils.
adjH125,adjS47,1,Input.id,19,astonishing-three-meters-sent-distance-0,TRUE,TRUE,10,He drove an astonishing three meters.
adjH107,adjS2,1,Input.id,19,hideous-five-feet-sent-distance-0,TRUE,TRUE,6,He drove a hideous five feet.
adjH137,adjS135,1,Input.id,19,measly-twenty-awards-sent-unitlike-1,TRUE,TRUE,7,They consumed a measly twenty awards.
adjH15,adjS3,1,Input.id,19,charming-twenty-hours-sent-temporal-0,TRUE,TRUE,9,The family spent a charming twenty hours in London.
adjH124,adjS108,1,Input.id,19,ugly-five-weeks-sent-temporal-1,TRUE,TRUE,7,The diplomat worked an ugly five weeks in Nairobi.
adjH156,adjS124,1,Input.id,19,paltry-five-actors-sent-human-0,TRUE,TRUE,1,We served dinner to a paltry five actors.
adjH182,adjS166,1,Input.id,19,pathetic-twenty-marbles-sent-objects-2,TRUE,TRUE,8,Someone saw a pathetic twenty marbles.
adjH43,adjS164,1,Input.id,19,surprising-twenty-operas-sent-art-2,FALSE,TRUE,5,Please enjoy a surprising twenty operas.
adjH17,adjS56,1,Input.id,19,disappointing-five-weeks-sent-temporal-1,TRUE,TRUE,10,The diplomat worked a disappointing five weeks in Nairobi.
adjH191,adjS16,1,Input.id,19,whopping-five-years-sent-temporal-1,TRUE,TRUE,8,The diplomat worked a whopping five years in Nairobi.
adjH187,adjS63,1,Input.id,19,uninviting-five-paintings-sent-art-0,TRUE,TRUE,7,The newspaper reviewed an uninviting five paintings.
adjH192,adjS43,1,Input.id,19,substantial-three-students-sent-human-0,TRUE,TRUE,2,We served dinner to a substantial three students.
adjH88,adjS79,1,Input.id,19,uninviting-twenty-yards-sent-distance-1,TRUE,TRUE,7,Somone walked an uninviting twenty yards.
adjH77,adjS1,1,Input.id,19,disappointing-twenty-yards-sent-distance-2,TRUE,TRUE,8,Someone traveled a disappointing twenty yards.
adjH4,adjS19,1,Input.id,19,uninviting-twenty-books-sent-art-1,TRUE,TRUE,2,I experienced an uninviting twenty books.
adjH148,adjS126,1,Input.id,19,soothing-five-blocks-sent-distance-0,TRUE,TRUE,6,He drove a soothing five blocks.
adjH61,adjS184,1,Input.id,19,remarkable-three-marbles-sent-objects-2,TRUE,TRUE,7,Someone saw a remarkable three marbles.
adjH158,adjS52,1,Input.id,19,meager-five-hours-sent-temporal-2,TRUE,TRUE,1,The tourish stayed a meager five hours in Papua New Guinea.
adjH134,adjS89,1,Input.id,19,disgusting-five-marbles-sent-objects-0,TRUE,TRUE,2,She bought a disgusting five marbles.
adjH117,adjS152,1,Input.id,19,uninviting-twenty-acts-sent-unitlike-0,TRUE,TRUE,7,Luis took in an uninviting twenty acts.
adjH115,adjS5,1,Input.id,19,haunting-five-weeks-sent-temporal-0,TRUE,TRUE,10,The family spent a haunting five weeks in London.
adjH118,adjS24,1,Input.id,19,staggering-three-athletes-sent-human-0,TRUE,TRUE,9,We served dinner to a staggering three athletes.
adjH73,adjS180,1,Input.id,19,paltry-twenty-apples-sent-objects-1,TRUE,TRUE,8,They discovered a paltry twenty apples.
adjH25,adjS197,1,Input.id,19,lovely-five-blocks-sent-distance-2,TRUE,TRUE,10,Someone traveled a lovely five blocks.
adjH85,adjS161,1,Input.id,19,remarkable-three-pianists-sent-human-2,TRUE,TRUE,7,We congratulated a remarkable three pianists.
adjH166,adjS154,1,Input.id,19,unsatisfying-three-paragraphs-sent-unitlike-1,TRUE,TRUE,8,They consumed an unsatisfying three paragraphs.
adjH28,adjS26,1,Input.id,19,charming-twenty-blocks-sent-distance-2,TRUE,TRUE,7,Someone traveled a charming twenty blocks.
adjH176,adjS140,1,Input.id,19,hideous-three-meters-sent-distance-1,TRUE,TRUE,5,Somone walked a hideous three meters.
adjH180,adjS27,1,Input.id,19,incredible-twenty-blocks-sent-distance-1,TRUE,TRUE,8,Somone walked an incredible twenty blocks.
adjH46,adjS53,1,Input.id,19,record-setting-three-desks-sent-objects-2,TRUE,TRUE,9,Someone saw a record-setting three desks.
adjH13,adjS78,1,Input.id,19,hefty-five-lawyers-sent-human-1,TRUE,TRUE,4,A hefty five lawyers greeted us at the door.
adjH121,adjS94,1,Input.id,19,surprising-five-paragraphs-sent-unitlike-0,FALSE,TRUE,6,Luis took in a surprising five paragraphs.
adjH167,adjS175,1,Input.id,2,blue-twenty-trays-sent-objects-2,TRUE,TRUE,1,Someone saw a blue twenty trays.
adjH175,adjS74,1,Input.id,2,haunting-three-pencils-sent-objects-0,TRUE,TRUE,3,She bought a haunting three pencils.
adjH59,adjS182,1,Input.id,2,beautiful-three-paintings-sent-art-0,TRUE,TRUE,4,The newspaper reviewed a beautiful three paintings.
adjH195,adjS183,1,Input.id,2,measly-twenty-shows-sent-art-1,TRUE,TRUE,9,I experienced a measly twenty shows.
adjH150,adjS168,1,Input.id,2,pathetic-three-steps-sent-distance-0,TRUE,TRUE,3,He drove a pathetic three steps.
adjH42,adjS51,1,Input.id,2,surprising-five-acts-sent-unitlike-1,TRUE,TRUE,10,They consumed a surprising five acts.
adjH14,adjS181,1,Input.id,2,measly-three-weeks-sent-temporal-2,TRUE,TRUE,6,The tourish stayed a measly three weeks in Papua New Guinea.
adjH144,adjS123,1,Input.id,2,impressive-three-students-sent-human-1,TRUE,TRUE,6,An impressive three students greeted us at the door.
adjH151,adjS48,1,Input.id,2,mere-five-cans-sent-objects-2,FALSE,FALSE,9,Someone saw a mere five cans.
adjH81,adjS143,1,Input.id,2,round-five-forks-sent-objects-0,TRUE,TRUE,3,She bought a round five forks.
adjH126,adjS98,1,Input.id,2,disgusting-three-acts-sent-unitlike-0,TRUE,TRUE,4,Luis took in a disgusting three acts.
adjH171,adjS21,1,Input.id,2,record-setting-twenty-blocks-sent-distance-0,TRUE,TRUE,10,He drove a record-setting twenty blocks.
adjH50,adjS32,1,Input.id,2,ugly-twenty-movies-sent-art-1,TRUE,TRUE,9,I experienced an ugly twenty movies.
