sentence_idx,sentence
1057,"Athens now, even the traffic lights don't work."""
10994721,"Of course, everything is not quite as harmonious as it seems."
1059,But the Journal Sentinel says Greece adopting a new currency could lead to a domino effect.
304163,"She filled him with novel emotions, and whether these were pleasant or painful was more than he could say."
566308,"“Friends as many as you please, but allow me,” interrupted the harsh voice of Lebedeff’s nephew “allow me to tell you that you might have treated us rather more politely, and not have kept us waiting at least two hours..."
7365668,You're far grander than I am.
1942567,"Hazel is more than a year older than I am, and she never"
3392551,i will be very quick as quick as i can be .
1065,Bank's statement.
8102950,"Nice try, You're older than I am."
10216483,You seem more upset than I do.
11535398,"You've more than you need, give them away."
1942574,"She was as rude as she could be, and"
1071,"""The only way to stop it is to begin an orderly default and exit, coordinated and financed by the European Central Bank, the European Union, and the International Monetary"
11371567,I guess he's even more stupid than i am.
1077,"So you might wonder, you know, why bother spending the time learning a second one?"
6751287,"imperfect and artificial as it is, cannot easily be replaced in the"
1083,So it's another great greedy solution for the minimum cost spanning problem.
3130430,"`` I believe I 'll just see if that bed is as comfortable as it looks , '' said he ."
754751,"He was as happy as he could be , so far away from his wife and dear little children ."
1088,So that'll be a fun topic just in its own right.
7398463,"So, so, this system isn't necessarily as weak as it might seem."
1090,Kruskal's algorithm and certain types of clustering algorithms.
1091,So that's a nice application that we'll spend some time talking about.
11224133,And that kid is as stupid as you are.
1095,"So the input of course is an undirected graph, G and each edge has a cost."
1096,"And what we're trying to output, the responsibility of the algorithm is a spanning tree."
4375623,"And if that is what you want to do, life your glow stick as high as it can go, as high as it can go toward heaven."
6530122,"We call it Domain, and it's as broad as you can get."
1099,"So let me reiterate the, the standing assumptions that we've got through the minimum spanning tree lectures."
1100,"So first of all, in assuming if the graph is connected, that's obviously necessary for it to have any spanning trees."
8143950,We need as many as we can get.
1103,"secondly, remember, we're going to assume that all of the edge costs are distincts, that is there are no ties."
7201873,She's tougher than he is.
1106,"I'm just not going to give you a proof that covers that case, but don't worry, a proof does, indeed exist."
1110,It guarantees that a given edge is indeed in the minimum spanning tree.
9978966,"Believe me, I'm sorrier than you are."
6079576,These cups have lasted  they're three years older than you are.
1113,"So, the edge E crosses is cut and every other edge that crosses it is more expensive."
1114,"That certifies the presence of this edge in the minimum spanning tree, guarantees that it's a safe edge to include."
10650711,"Not everyone is as strong as you are, Olivia."
1116,"So as with Prim's algorithm, before I hit you with the pseudocode, let me just show you how the algorithm works in an example."
935005,"He is not half so bright as we are, to be sure; and, for that reason, he needs us to look after his comfort and happiness."
1118,So let's look at the following graph with five vertices.
1125,In
484453,"You shall trudge away, and do your errands in the rain, and if you catch your death and ruin your bonnet, it's no more than you deserve."
9364582,He's smarter than I am.
10036329,He's more generous than he looks!
1130,"But other than that constraint, we'll just look at the cheapest edge next in Kruskal's algorithm and pick it if there is no cycles."
1131,So let's look at this five vertex example.
9528426,Zeena says he's already got it as good as she has.
1136,Why not?
1137,Why not pick the cheapest edge?
451703,"She is so funny and dear as she is,"" said Beth, who had never betrayed that she was a little hurt at Jo's having secrets with anyone but her."
1144,So we are not maintaining a connectivity of our subgraph at each iteration of Kruskal's algorithm.
7103609,That doesn't mean he's God... or even smarter than we are.
9602168,"Now, mundane as it may seem, this is probably how writing began - the greatest invention in the history of human civilisation probably arose for admin purposes."
1147,"Now, here's where it gets interesting."
1148,"When we look at the next edge, the edge of cost four, we notice that we're not allowed to pick the edge of cost four."
1149,Why?
1151,"We want to span the tree at the end of the day, so we can't have any cycles."
1153,"So when we pick the edge of cost five, there's no cycles, we go ahead and include it."
1155,"That would create a triangle with the edges of costs three and five, so we skip the six."
771205,"No no I I don't do that i I  I I get to within about ten feet, on the motorway, or twenty feet on the motorway and that's about as close as I get."
3581061,"If they just asked us which number of tiles is more than you need, more than enough, then maybe this would have been OK."
8627335,Mom's more hopeful than I am.
1164,"So we're gonna call the tree in progress capital T, like we did in Prim's algorithm."
230541,Eve's less dangerous than she seems.
1167,"And here a bad idea means it creates a cycle, that's a no-no, but as long as there's no cycle, we go ahead and include the edge."
5309583,"else, is more than one can tell."
1169,"So for example, once you've added enough edges to have a spanning tree."
1170,"So n - one edges, where n is the number of vertices, you can get ahead, go ahead and abort this for loop and terminate the algorithm."
1171,But let's just keep things simple and analyze this three line ver sion of Kruskal's algorithm in this lecture.
9364,This country has started consuming considerably more than it produces.
337041,"“He’s not half as bad as he looks, for all he’s so crabbed."
8193169,That's bigger than you think.
1178,Stanford University.
7169180,I see people in Tesco's madder than she is.
1183,"Assistant to the Secretary of Education Arne Duncan asking, do any of us knows any teachers who are true heroes, who would during teacher appreciation week deserve a call directly from the Secretary commending them on the amazing work they do on behalf of America's children."
1184,&amp;amp;gt;&amp;amp;gt; [foreign] &amp;amp;gt;&amp;amp;gt; In my eleven years working in high-need urban areas I have never encountered an educator who exhibits the type of dedication and passion and commitment that Misla Barco brings to our school on a daily basis.
1185,She is a true hero in every sense of the word.
6718624,"is more than I can bear, there is a way out--I can keep up till she"
7849122,- Not dirty as I am.
4973732,"In Buddhism, Nirvana is the state of perfect peace free from reincarnation reached by not wanting more than you have."
4490405,"I want you to look him right in those eyes until the rest of him is just as dead as they are, understood?"
3900583,We are oversubscribed as it is.
8365223,"They're more clever than you would think, and creative."
1193,"For our students to graduate from high school is a huge step because their parents, they didn't even go to elementary school."
9094312,My faith is not as strong as you may think.
1195,&amp;amp;gt;&amp;amp;gt; She is one of a kind.
1196,She is a really great teacher.
1197,She is like what we call our big mama.
9503912,"AS READY AS WE CAN BE, FRANK."
1199,&amp;amp;gt;&amp;amp;gt; Her teaching methods are
10716333,So behave yourselfandbe as charming as onlyyou can be.
1201,She could teach us anything in a fun way and we'll get it faster than other classes.
5555378,As bad as we are.
1205,"&amp;amp;gt;&amp;amp;gt; So, Misla being the longest of any veteran in our school having spent nine years here, I think that alone kind of encapsulates her dedication to our school's mission as well as our young people."
959670,You can have as many as you want.
1049782,"So you get in the habit of excellence and you go as high and dimensional, multy passionately purposeful as you want."
222393,More than you think.
1210,Yes.
1213,I want to thank --
1214,Audience Member:
1216,The President:
1217,I love you back.
1220,I am thrilled to be here.
1224,"Michael Coleman, is here."
345291,"Well, that's why I don't do as much as I'd like."
1819851,You're as exhausted as we are.
7087308,I'm sort of all right as I am.
1230,(applause)
10855629,"I can be as bold as I want, and there's nothing anybody can say about it."
1232,And I just got this extraordinary tour from
4621521,And now she wants everyone to be as twisted as she is.
1234,"Giorgio Rizzoni, who's the director of the Center for"
11330765,"As strong as I am, I'm having a hard time keeping these guys from trying to kill each other."
1236,Automotive Research.
1238,So give him a big round of applause.
10773718,More than I want.
4687067,"toil, such as it is, go toward the purchase of luxuries merely."
10215722,You seem more upset than I do.
1246,"And despite what Vijay said, I did have the Buckeyes heading to the Final Four."
7857375,"You're all very kind, kinder than we deserve."
1248,(applause)
1320160,"They know we are poor , so it 's no use pretending that we have grooms , buy three or four hats a season , and have things as easy and fine as they do . ''"
1250,I'm just saying.
10118369,Getting a perpendicular image of all sides of a decedent's finger is a lot harder than it looks.
5752036,"As kind as you are, I don't think we can accept the invitation."
1253,"I'd sue for false arrest,"
1255,But i'd probably end up
1066217,You will see that it is easier than it seems!
1258,-- because I am cold-blooded when it comes to filling out my brackets.
1260,(laughter)
1261,"Listen, i need a ride."
10437868,It's not as simple as it sounds.
1264,"And by the way, I just read somewhere that one in every four teams in the Sweet 16 is from Ohio."
1265,Hello?
1266,(applause)
1269,I need a ride.
1271,We're not a taxi service.
1273,One piece of paper.
1844473,the kid's a lot younger than I am.
1276,The President:
5547260,"Hazel is more than a year older than I am, and she never"
5121280,"And Mrs  is ill as you know, Rhoda is ill."
5547264,"She was as rude as she could be, and"
1282,I do want to just say no state has ever done this before.
1283,It was good to hear your voice again.
9725186,"Now, as risky as it is, some of the women in this town are standing together to save their homes."
1746181,"across, and there was a bench as beautiful as you could wish."
1286,(applause)
10626310,You're even more afraid than I am.
1289,I gotta call elizabeth.
1291,I just need to go back to walter's in malibu.
1295,First i'm making us dinner.
1377552,My correspondence with my husband is more important than I can say.
1297,"Oh, debbie, debbie, no."
2475279,"I hoped you would take my crown for a plaything , and me -- ah , you laugh , naughty Proserpina -- me , grim as I am , for a playmate ."
11232529,These gooks are a lot smarter than you think.
1300,Automotive Research.
10093846,"Amanda, Lynn is more important than you know."
1304,(applause)
10102045,She may not be as sweet as she looks.
1310,Only professional drivers are permitted.
1312,"But for anybody who's not familiar with this, the Buckeye Bullet is the fastest electric car in the world."
1313,"So then, mitch tells me that he's married."
10462496,"If they've got tuppence more than you have, they think you wanna get it off them."
8045861,"Just long enough to draw and quarter him, which is not actually as easy as it seems."
1318,I don't know who's going to need to go that fast.
1319,He obviously was not the man for me.
7185704,Am I really as great as he says?
1321,No way.
1323,"No, i mean he thought he could control me."
8774956,% Some other folks might be a little bit smarter than I am %
2090285,"Anyway , Aunt Susanna has never since insinuated that we ca n't cook , and that is as much as we deserve ."
6456621,OR AS GOOD AS I EXPECT.
1327,Like i was in prison.
386351,"Well, maybe they're just a little bit more creative than you think!"
8332592,"It's a pretty small subject but for every clause in that enormous document, at least somewhere is a group of people who are thinking about, is this as good as it could be?"
1330,And that's tough on folks.
1331,"Man, i know that feeling."
1332,"I remember when I was a student, filling up was always tough."
1333,Yeah?
1334,"And gas prices are putting pressure not just on students but on a lot of families all across Ohio, all across the country."
443700,"Meanwhile the clerk decided that the calf was as fat as it could be , so he killed it ."
1336,"Whether you're trying to get to school, go to work, go grocery shopping, dropping off your kids, you've got to be able to fill up that gas tank."
1729843,"Please buy as much as you can bear,"
6432050,"So we actually saw it all, erm it's actually quite a lot bigger than it looks."
7275830,"Uh, sir, it's not as bad as it looks."
10290485,She is as curious as I am.
2336063,"Jem , of the steady lips and fearless eyes , was far away , and Rilla felt that the sight of his vacant chair was more than she could endure ."
5129535,"It would seem, Father, that in your own way, you are as arrogant as I am."
6743361,You are as evil as I am.
1346,So that's going to offer some relief.
8881472,This is so much bigger than you realize.
1348,But the bigger question is how do we make sure that these spikes in gas prices don't keep on happening -- because we've seen this movie before.
1349,"Yeah, i was in a relationship"
1350,This happens just about every year.
1354,Gas prices were even higher in the spring and summer of 2008.
271690,far worse than I am.
10659147,You're deaf as it is!
1357,It lasted about 3 years.
1360,(laughter)
6620497,"scavenger, unpleasant as it is, it undoubtedly represents a provision"
1918290,"`` It is ridiculous to think of it , '' she said aloud , with a petulance very unusual in Golden Carol , whose disposition was as sunny as her looks ."
3081555,But it's more than you think.
1365,Exactly!
935254,"Here comes another Giant, as strong as you are, to fight with you."""
1367,Yeah.
10159453,We can eat as much as we want?
11388255,It's not as glamorous as it sounds.
1377,Oh.
10216803,It doesn't feel as fast as it should be.
1381,You wouldn't know it.
3712359,"And then the old keeper, he was quicker than I am, because I was l erm because he was used to the job do you see."
11076967,He's smarter than we are.
1388,You can hold your own rally.
8521070,You're more stupid than you look.
1391,"Uh, check, please."
1394,(applause)
1396,"Sir, we're trying to talk to these people."
1397,"Of the world series,"
1398,(applause)
607608,"` Let us wait a little and rest , ' cried the Welwa for the second time , ` for I see you are as weary as I am . '"
1402,"But don't interrupt my conversation with these folks, all right?"
1403,From their barricaded prison cells.
9061755,He knows more than we do.
1407,(applause)
1413,"Now, where was I?"
10331528,- He's older and wiser than he looks.
361866,It is a map style that has areas near the equator appear to be smaller than they are.
353675,"I am lighter than he is , ' thought the fox to herself , ` and perhaps if I make haste I can get a start , and jump over the wall on the other side before he manages to spring over this one . '"
8529291,You know... ..you're a lot stronger than you think.
1421,"Now, the question is, why is it that every year we hear the same story about how we're going to have $2 gas, or $1.50 gas, or whatever price they come up with, if we would just drill for more oil?"
10380208,Take as much as you like.
1424,There are two problems with that.
9528720,"Ah, Zeena and Mr. Bruno, they aren't so smart as they think."
1426,We're drilling right now.
8021394,It's a lot more common than you think.
1429,That's a fact.
1430,"Over the last three years, we've opened millions of acres of land in 23 different states for oil and gas exploration."
1254805,"Snowy One, said I not that thou wert asleep as I read?"
1432,(applause)
9053591,I don't think it adds up to as much as you say.
1434,We've quadrupled the number of operating oil rigs to a record high.
8242587,Not as many as you think.
1436,Their big problem is they don't have enough truck drivers to transport all the oil that they are producing.
2491805,"I try to leave it one day,a believe me, it's no more than you'd die, like."
1438,Earth and then some.
7423390,"Do you get, like, half a pip higher than I do?"
787872,"She was a long suffering mother, but she felt as if this unkindness was more than she could bear."
8693147,- As much as you'll need.
1443,"There are probably a few spots where we're not drilling, it's true."
10725396,You think you're better than you are.
8242598,It's not as bad as they say.
1448,We're not drilling in Ohio Stadium.
1451,The President:
3483052,"""The Dobu man is not good as we are."
1729966,"Do buy as much as you can stand,"
1455,So that's point number one.
1456,"But the second issue, which, because we got a lot of young people, you guys understand, is that a strategy that relies only on drilling defies the fact that America uses 20% of the world's oil, but we only have 2% of the world's known oil reserves."
7595439,You bodies are wonderful as they are.
1458,Who's a math major here?
4924851,"""It's tougher than it looks!"""
10667440,"You know, raising sheep is not as easy as it looks."
1461,"If I'm not mistaken, that leaves us about 18% short."
1462,(laughter)
1189303,"Let me hope that you will prove as faithful as I have been , as happy as I am , as blest as I shall be ."
7603645,Is he really as dirty as they say?
1472,(applause)
8603073,"I find the thought as incredible as you do, but we have no choice."
1484227,Maybe it's not as terrible as it seems.
4310471,Encourage young musicians to play more than they practice.
6006216,Now you're dressed as you deserve!
1481,"Yes, we'll develop as much oil and gas as we can, in a safe way, but we're also going to develop wind power, and solar power, and advanced biofuels."
1484,And we've got to build cars and trucks that get more miles to the gallon.
1485,(applause)
1025484,"`` I 'll do my best , Alec ; and I think you will need me , for , wise as you are , you can not understand a tender , timid little creature like Rose as a woman can , '' said Mrs. Jessie , smiling back at him with a heart full of motherly goodwill ."
1369551,"My dollar do n't get many clothes , so I ca n't be as neat as I 'd like . ''"
3139022,"`` Whitefoot , I believe you are more timid than I am , '' he replied ."
4908494,"Er, it's because we don't write down the stuff, we're not as pr , precise as we could be."
1490,And we'll do it by harnessing the same type of American ingenuity and imagination that's on display right here at Ohio State.
1491,(applause)
1494,"After decades of inaction, we raised fuel-economy standards, so that by the middle of the next decade, our cars will average nearly 55 miles per gallon, almost double what we get today."
3458519,You might be quicker than I think.
8758744,He's not as dumb as he looks.
1497,(applause)
1498,You like that?
1394137,"Should n't wonder if he 'd take you for a chore-boy , if you are as smart as you say ."
11068886,It won't be as long as you think.
1501,The President:
1502,"That will save the average family about $8,000 at the pump over the life of a car, which is real money."
1504,"And already we're using these biofuels to power everything from city buses to UPS trucks, even to Navy ships."
927202,"` Five times as warm , AND five times as cold -- just as I 'm five times as rich as you are , AND five times as clever ! '"
10495459,You can be rude as you like.
1041892,"I could have forgiven the caramels , but to be left out in that rude way was more than I could bear , and I told her never to look at me again as long as she lived . ''"
1511,There are thousands of companies like that all across America.
1513,"And as long as I'm President, we are going to keep on making those investments."
1514,I am not going to cede the wind and solar and advanced battery industries to countries like China and Germany that are making those investments.
1515,"I want those technologies developed and manufactured here in Ohio, here in the Midwest, here in America."
1516,(applause)
1517,By American workers.
1518,That's the future we want.
1519,(applause)
1615337,"Glenn Erickson of DVD Talk called it ""an overachieving straight-to-video feature"" that treats its subject matter as more important than it is."
1263089,"`` But I lost her when I was a little older than you are , and for years had to struggle on alone , for I was too proud to confess my weakness to anyone else ."
8742384,"Well, the enemy's not as smart as he thinks, Burnett."
3589619,"Yet, remarkable as it is, this process"
7128564,"You know, people know more than I do."
1525,(applause)
8381939,[Rajan] I'm embarrassed as it is.
1527,But now we've got a choice.
11552241,I'm as tight as I can go.
8250874,"Here we are 29000 light years away from the center of our galaxy, and our galaxy is over a hundred thousand light years across, but even that as large as it is, is kind of a speck in the cosmic distance scale."
4589052,"The wife clearly would prefer to go to ""Battle of Armageddon"" and the husband, as romantic as he is, would like to go to ""Flower Child."""
1533,-- they shall go unnamed -- (laughter)
3327485,"Evelyn, I think you're stronger than you realize."
4417023,"Well he was as good as they come, as far as I was concerned, because if it could be had, swiped, stolen, midnight requisition or just purely ordered from some place, when we needed it we got it."
6686208,# Some other folks might be a little bit smarter than I am #
1539,They'd be charter members of the Flat Earth Society.
1540,(laughter and applause)
9422340,I am infinitely more evolved and refined than you are.
6538758,sometimes it'll look worse than it is.
1543,Audience Member:
1910279,"`` Yesterday , '' said Gordon , chuckling over the remembrance , `` he came in with a big piece of paper he 'd picked up on the entry floor in one hand and his hat in the other -- and he stuffed his hat into the coal-scuttle and hung up the paper on a nail as grave as you please ."
10962443,That was as rough as it comes.
7480844,Is he really as dirty as they say?
1554,We're makers of things.
1556,"By the way, the Wright Brothers were from Ohio."
1000982,"Through the translation sessions between Mashkan and Hoffman, Marans creates a link between two generations that find they have much more in common than they think."
11453975,"Actually in a suburb of Bonn called PIittersdorf on the Rhine, which sounds much more picturesque than it is."
9840152,I'm as shocked as you are.
6956570,"was more than she could bear, and for the first time in her life the"
1563,"The flat Earth crowd, they've got a different view."
6194715,you can have as much as you want .
362013,But I will be more merciful than ye are.
1566,"Does anybody think that they need help, that they don't have enough incentive to drill for oil?"
7955994,Are all music teachers as dense as I am?
9856541,"never imagining that something else was watching us, a creature even more ruthless and predacious than we are, eager to exploit the very infrastructure we so obligingly arranged."
1570,The President:
3130917,"“Oh,” he said, “it is a big loss—yes—but big as it is, it will not"
1575,"And when Congress votes on this, you guys should put some pressure on to tell them, do the right thing."
8578600,This is more than I can take!
1577,(applause)
1578,Put them on record:
296489,"The clothes he had on him were as ragged as you please , but he had his crowns safe under his old cloak ."
10774057,"You know, I may not be as smart as you are, but I'm not an idiot."
5137965,"""Maybe he's smarter than we think."
1584,(applause)
1585,The President:
2025013,"`` As much as you can eat , '' promised Ida ."
6759989,"Yes, more than you know."
1592,"Even if we drilled every inch of America, that won't bring gas prices down tomorrow."
1593,"But if we're tired of watching gas prices spike every single year, if we're tired of being caught in this position, knowing that China and India are growing -- China had 10 million cars purchased in 2010 alone."
1594,"You've got a billion people, two billion people out there, who are interested in buying cars -- which means that unless we develop alternatives, oil prices are going to keep on going up."
8209980,Steady as she goes.
8201789,As much as I can be.
1598,Get on the phone.
9840188,I learned more than you can imagine.
1600,Send a tweet.
9094723,She's stronger than you think.
1604,Tell them:
1605,"Yes, we can."
1609,We can remind the entire world just why it is the United States of America is the greatest nation on Earth.
1612,God bless the United States of America.
599628,"But this house , and you , such as you are , we have never seen or heard of . '"
4253260,"You know, Freddy, sometimes a person seems like they don't really care, but really they're just not as strong as you are."
10364495,Now you know as much as I do.
1616,"Otherwise, you call the original f that was passed in with the first argument as the first argument, and the result of the n-ary composition as the other argument."
1617,[Norvig]
1620,It makes the necessary distinction.
9217623,"Fortunately, not everyone's as cynical as you are."
9586263,"I am healthier than I look, stronger than I look"
11052634,More than you could imagine.
1628,"We said that 7, 9, 5 is greater than 7, 3, 2."
1629,"So in other words, this expression is a true expression in Python."
8365661,"They're more clever than you would think, and creative."
9160290,'Cause that would make you no better than he is.
1636,"So we can have the string 'hello' and compare that to the string 'help', and we do it in exactly the same way that we compare tuples."
7431780,That's about as basic as it gets.
1638,H compares to h.
9741924,Tell the governor that is bigger than we can handle.
1642,L is equal to l.
1643,Move on.
1246831,"that she actually took a momentary fancy to me, strange as it seems."
11478640,They're fast and they're fucking stronger than you know.
3139186,"If I were not as timid as I am , I would n't be alive now ; I would have been caught long ago ."
1652,??
4925045,"_Brown-faced man._ Free State, same as you do."
1655,Someone even fired a gun into her office door.
1304187,`` I 'm not so silly and weak as you think .
10774140,You're just as bad as she is.
1664,Even shouting out a hello to the Sergeant at Arms.
1667,"She, and her husband say, they just wish he could have been helped"
2893445,"big as I am, an' I bet you're jist as strong."
1670,No no no no
198278,"` Oh , pussy , ' said the queen one day , ` you are happier than I am !"
4040330,"When you're as famous as I am, you meet so many people, it's impossible to remember them all."
1676,"um, (Mark) she wants to get better."
1677,better.
1083020,"As for their being as smart as we are , it is all nonsense , for some of 'em cry over their lessons every day , or go home with headaches , or get mad and scold all recess , because something ` is n't fair . '"
1320591,"In allowing yourself to be led now by the same illogical but kind motive, you are not being as silly as you think."
1680,Yes.
6006416,Eat as much as you want.
1682,"And yet, there was a sentence in her practice list during speech therapy:"
1683,"I will return and you can't say ""I will return"" without going (arm movement)"
2573971,"I'll go get the er, programme, get that er, for tomorrow, Okay, such as it is."
1685,And one last question:
1686,Is there a word for Mark?
8857235,- Not everybody's so enlightened as you are.
9414287,Do you know that's more than I make?
9701016,BETTER THAN YOU DO.
1690,Brave.
9029274,You're so much stronger than I am.
9029275,Stronger than I am.
198301,"States, young as it is, is ripening rapidly, and the Socialists claim,"
11028131,Mothers and daughters are about as complicated as it gets.
1704,Anybody can herd cattle.
1705,Holdin' together ten thousand half-wild shorthairs?
1706,"Well, that's another thing altogether."
960172,"But what can I do , so small and stupid and shy as I am ?"
296621,"The two bridegrooms came in as proud and grand as you please , and up they were walking to the altar rails , when the boards opened two yards wide under their feet , and down they went among the dead men and the coffins in the vaults ."
8996524,This is easier than I remember.
1711,Not everyone can do what we do.
1712,I wouldn't do nothin' else.
1714,[cats yowling]
7481012,People with dirty jobs are happier than you think.
1717,EDS.
7620279,"Alright, so there is Phil's bowl, he always eats more than me - he's a guy and bigger than I am."
1720,"Here are both coordinate systems with the architect's scheme in blue, Minecraft in red."
5670584,"smarter than I am, for I reckon I shan't be able to do that for another"
7890617,I'm not heart broken as you think.
1726,The height of the point in the architect system is 13.
1779390,"Yes Chairman I'd like to second that and just to erm say very briefly that er erm I, I very much welcome the report and the speed with which the Chief Officer is seen to have addressed most of the issues there are one or two bits that, that were of course were in fact posters, posters er be dealt with erm I have to say I still have some concern erm that the Chief Fire Officer and his team are so well supported on a very broad front on their decision making and their professionalism and yet on other matters of sound advice which has been given by er who are turned aside and just simply not given the proper consideration that they should have as in that er respect Chairman and I, I, I have some concern, erm it, it would not surprise me indeed if the, Her Majesty's Inspector of er er brigades, when he comes round himself, has some comment to make on that since I think he's expectations as well are almost as high as mine is."
517824,What ifyou look a lot uglier than I think?
1729,The y coordinate in the architect system is 24.
1732,"So the answer is 10, 13, negative 24."
1733,That goes back to the idea of the outcomes process being an iterative one.
960197,"Mother, okay don't make the matter bigger than it is, there's nothing there yet"
1735,"""Okay, the outcome that you set out for yourself was good, but maybe not rigorous enough."
1736,We can step it up.
3720905,"Er, and I think perhaps that castle could be persuaded to show up just a little more than it does."
7399111,It's actually not as far-fetched as you might think.
1739,That's great.
1740,"Or there are some deficiencies in it and, therefore, we need to adjust how we teach this or adjust the outcome so that it meets what we actually do provide."
222925,I am really not as bad as you think .
1742,SPEAKER 1:
8218312,"You're not soppy as you look, son."
2705104,"If I'd put you in a room and make you feel socially rejected, and then I asked you to tell me the temperature of the room, you'll tell me it's much colder than it is."
3974865,It's not as serious as it sounds.
9774797,It's really not as bad as it looks.
1747,Isn't it?
1959638,It 's not so bad as it might be .
1752,SPEAKER 1:
9520857,"- She eats very much, even more than I do."""
1754,SPEAKER 3:
8660699,"Well, it's not as easy as it seems."
11036380,"Will Arrakis be as bad as they say, Thufir?"
1758,SPEAKER 2:
1877728,"Because, you know, like in other countries, man, I mean, they're really a lot stricter than we are."
3442400,They're too expensive as it is.
8816352,"wonderful as she may be, she's no intellectual."
9651937,Ian is even more mature than you are.
1148645,Do n't believe she 's much older than we are .
1767,SPEAKER 1:
1768,"But like many of us, she dreams of more."
10348267,There may be more difficult than you think.
9250540,You're making this harder than it is.
1777,SPEAKER 1:
460530,"""I'm not so silly and weak as you think."
1361650,"You shall trudge away , and do your errands in the rain , and if you catch your death and ruin your bonnet , it 's no more than you deserve ."
2385652,I'm as French as you are.
3016434,`` I 'm no more stupid than you are ! ''
1782,SPEAKER 2:
1783,My wife died when she gave birth with no health worker to help her.
1784,Nobody in our village gets vaccinated.
1785,SPEAKER 3:
206583,"I have a little shadow that goes in and out with me,   And what can be the use of him is more than I can see,   He is very, very like me from the heels up to the head;   And I see him jump before me, when I jump into my bed."
1009399,and I probably got more nasty than I should have.
2221818,"It might be juddery as you know, but"
1789,It would only take one health worker to show us.
1790,"There are 2,000 people in our community, yet we don't have a single health worker."
2385656,I'm as French as you are!
7677695,"Believe me, my dear, I'm just as disappointed as you are."
8382205,"You're just as trapped as we are, aren't you?"
5908226,Nowadays homosexual shamelessly hug and kiss each other on the street and now they are getting married... this is more than I can bear.
1795,SPEAKER 3:
1796,It's harder still to imagine a billion people without a health worker.
321285,"but it's stays pretty cold even, uh, during the Winter, for as nice as it is."
8742656,"As small as it is, as long as it's a kingdom."
10708736,As much as it takes!
1800,Imagine this.
1802,Imagine she stays.
3016459,"`` I said I 'm no more stupid than you are , and what is more , I hope I 'm not so stupid ."
7481098,It's a lot more complicated than it sounds.
7874315,"Actually, he's won more than I have."
10782481,"You know, as busy as I am, it's all a blur."
1812,She feels safe.
1813,She's also got the respect of the people around her.
1814,SPEAKER 1:
4458260,"Ooh ah  The trouble is the figures keep changing, all the rest of it, you have to stay rather more alert than you choose."
5474073,"Older than you'll be, because you started earlier."
1818,SPEAKER 2:
1819,Imagine what would happen then.
1820,SPEAKER 3:
1821,"Over the years, she could save hundreds of lives."
10037023,"Captain, you're better informed than we are."
1826,SPEAKER 2:
1827,So could I.
1830,(ALL) Imagine that.
1320743,"If you 'd remember that , and practice it , you 'd be better liked than I am , because there is more of you . ''"
1833,And then--
1835,And then--
1837,Imagine that.
1838,SPEAKER 1:
5302062,"so er mm but, you know, so er given that it's a sort of fairly discursive thing it's, it's, you know, it's probably, in some ways it's probably less difficult than you think."
6162224,"Erm  not a not a a good thing to do when I when I said necessary,without it a lot of people would er I don't know er aggravate I don't want to make it say more drastic than it is."
1841,Vastly different from the one we grew up in.
7685937,Was about as dumb as you can get.
7939891,More than he realizes.
9471792,Seven million and one is more than you can stomach?
9488175,"Doctor, the intelligence of arms is as advanced as you say, would not it make you vulnerable to them?"
10463022,"- Working for that pension, such as it is."
1847,To allow them to lead us in as much as we must lead them
3573562,"feelings often feel a lot more than they show,"" said Mr. Luscombe."
10790716,"I mean, she's not as tough as she seems."
3802941,“No harder than you deserve.
1854,"I can't wait to see the hills covered in snow, it's so good to leave behind all the heat, moisture and mosquitos."
1855,"This is the real deal!"""
4515645,"""As high as it can be, rise up and fly."""
11224897,I'm more guilty than you think.
8955720,"Odd as it might seem, I do enjoy working here."
1867,I was so happy that I wallowed in it then we had a snowball fight with the neighbors.
5973835,"If any school in this Authority, including  tries to take more than they deserve, tries to be greedy in taking more money from the rest of  schools, I will oppose it and I hope every member of this Council does too."
5998413,Be as late as you like.
10217292,He's so much better than you are!
1871,December 22nd:
403279,"about how stuffy it is, and the like  when we agreed that is was  erm  not as good as it could be, may I just say  erm, but we haven't got any, if you like,er statistical measurement, and one of the actual points that were starting to do now  is we're actually going to start reporting tu , temperature and humidity on the first, second, and third floors within G P House."
1873,I'm a little tired of shoveling the snow.
91985,"After much consideration , he answered : `` You tell me yourself that the Beast , frightful as he is , loves you dearly , and deserves your love and gratitude for his gentleness and kindness ; I think the Prince must mean you to understand that you ought to reward him by doing as he wishes you to , in spite of his ugliness . ''"
1875,December 25th:
9545551,JUST THE SAME AS I DO.
1878,I got my hands full of calluses because of the shovel
9119574,This is harder than it looks.
1880,"I shit on the grader and on the asshole that drives it!"""
4097880,That's $85 more than we have.
927579,"Sarah, it's not as simple as you think."
1884,I'm tired and I feel so lonely
1886,February 20th:
1887,"""Finally, I was able to go to the supermarket but on the way, a fucking deer crossed my path and I ran into a tree!"
4687711,"Our altruism, such as it is, has nothing abstract about it."
4786015,"He starred in over twenty movies, and was nominated for an Academy Award for his role in ""As Good as It Gets""."
1890,I'm sure God created deers just to screw us over!
1891,The hunters should've killed them all!
10135391,"- Why, Jacky Jenkins can't you see he's much bigger than we are?"
