sentence_idx,sentence
706896,the available 8 versions
706997,"the last ten , ten years"
707076,the first three 3D platformers
707096,the next 24 years
707214,the first four years
707369,a great many things
707979,a further 168 men
708063,The first two units
708279,the next twelve months
708339,the next twelve months
709112,the first ten years
709282,the last two years
709655,the last ten years
710329,the last ten to twenty years
711006,"the last last ten , fifteen years"
711250,the next six years
711380,the other three daily editions
711502,a good thousand feet
711582,the next 12 years
711598,an accumulative 44 years
711821,the past few months
711969,the last ten or twenty years
713081,an additional 18 episodes
713538,a possible ten marks
713579,the other two teams
713796,a great many arguments
713872,the top 40 law journals
713892,the past few years
714734,a great many things
715097,the last twenty - five years
715206,The last four tracks
715724,the first 12 days
716317,An astonishing 98 people
716538,the last 50 years
716707,the previous four months
717335,a huge old brown trout ten times
718048,a great many other folks
718147,the next three years
719099,a good many fine gentlemen
719411,a great many other people
719667,a good many people
719923,"the newer , more modern F27s"
720549,A full hundred yards
721093,the first time two swipes
721225,a half - dozen men
721557,A great many years
721729,the original seven founders
723243,a good many other people
723431,These last two years
723808,a narrow crack ten yards
723870,The first two species
724504,a good many things
724602,those first five rounds
725296,a mammoth four tons
725706,the last 30 years
725994,the late 1960 's
727628,the final two years
727683,the next 15 years
727922,a great many fox -
728005,a good many people
728028,the past 150 years
728734,the next few years
729549,a great many hundred years
730159,the whole two weeks
730276,the final 10 minutes
730597,a great many people
730756,A half - dozen times
730921,the first three days
731502,a small town twelve miles
732016,the first twenty letters
732168,the first three sides
732170,the first six tracks
732571,A great many members
732868,the last two players
733192,the other 90 gold pieces
733253,a large parent comet several centuries
733392,a good many folks
733780,the next few days
733923,the first three days
733964,the other 50 gold pieces
733965,the 15th and two battalions
733988,a full three years
734903,the next five hundred years
734988,a good few drinks
735077,the next five hundred years
735205,the next five hundred years
735321,the next five hundred years
735507,the next five hundred years
735570,the next five hundred years
735679,the required two - thirds
735771,the next five hundred years
735836,a good many Foxes
735855,An estimated 500 children
736133,the third power 3x squared times
736266,the third 3x squared times
736407,The final two years
736766,the first two tales
736969,a negative 8x times
737046,the tiny two - lipped flowers
737757,the standard 40 ms
738073,the first eight seasons
738088,the last three immunity challenges
738091,the next five tribal councils
738125,the final five challenges
738518,the last five times
739138,"the smallest , 6 metres"
739844,the last four independent kingdoms
742610,the last fifteen years
743145,a great many strange things
743167,the next seven races
743168,the last two races
743641,a good fifteen miles
743670,the past nine years
744970,the upcoming three tests
745504,the next two hours
747161,the last three hot summers
747976,the late 1800 's
748571,the first six months
749432,the last few weeks
749648,the top two domestic competitions
750049,the next ten years
750109,the next few months
750682,the last four years
750699,the first two layers
750713,the first two layers
750723,the last three acts
751302,the last few years
751866,The bottom two teams
752997,the first 3 laps
753679,a very good forcep two or three punches
754343,the distinguished 22 members
755105,The original Twelve Titans
755391,the first generation and two slots
755444,a tournament - best seven goals
756600,the last 50 years
757431,the next few months
758605,the last several years
758778,the past four years
758788,the last fifteen years
758884,the first three years
760028,a great many armed men
760100,A great many people
760639,a good many jokes
760700,the first five issues
761101,an additional 17 years
761514,the next two centuries
761778,The top 10 countries
761790,The top 10 countries
761916,The only two associations
762439,a great many mistakes
762853,the Solar system many centuries
763326,The next two stations
764113,the top ten zoos
765181,the first two years
766981,the next few decades
767179,the next few months
767696,the last few months
768603,The first 2000 pieces
770255,a great many mistakes
770565,the first three grades
771428,a whole lot more things
772085,the past few weeks
772217,the last few years
772627,a perfect five stars
772629,a perfect five stars
772742,a perfect five stars
773124,the eighteenth century many poorer girls
773602,"a good three , four weeks"
773676,the last fourtee thirteen years
773978,a total 98 episodes
776367,the next three years
776855,the past so many years
777927,the last ten years
777998,the past few years
778587,the next two years
778592,a great many responsibilities
778605,The next ten editions
778807,the first four stages
778896,a record eight consecutive stages
778902,the last six stages
778943,the next three stages
779001,the past two editions
779012,a good many mild days
779039,the major one day races
779240,the last two scheduled mountain passes
779396,the only five - time winners
779449,the first two time trials
779670,the first three stages
779707,a great many times
779714,the late 70 's
780300,a great many huge flies
780327,a great many species
780468,a great many more deaths
780470,a great many nobles
781012,a good many hours
781996,a great many huge flies
782018,a great many species
782775,the last two winners
782907,the last two tracks
784502,the first twelve minutes
784635,the only two characters
785115,"the black , one - eyed Cyclopes"
785670,a crucial three points
786000,the last few centuries
788282,a small village and parish situated 8 miles
788479,the middle 30 questions
788481,The top ten overall students
788832,a good many people
789462,the posterior two - thirds
790746,the last two mornings
790887,A good many women
791090,the past few years
791495,the first three volumes
791649,an audacious shot 30 yards
792046,the inaugural 2015 Women
792088,a good many boys
793960,the Chinese Six Dynasties
794007,the Chinese Six Dynasties
794624,A great many adventurers
795635,the past several years
795947,the Top 100 Western songs
797089,a further 360 people
798552,the first eight months
798594,The final two contestants
799902,the past 25 years
800215,An additional seven awards
800506,the other two teams
800702,the following 16 districts
800825,the first three months
801302,a great many years
801306,a great many other people
802547,the following eleven villages
802820,the last few years
802861,the first only eleven men
803227,a great many good friends
805611,a great many personal sacrifices
805856,a confirmed drunkard twenty years
808707,A great many fair ones
810451,the first two books
810797,"an additional 1,000 miles"
811179,a very pretty lake several miles
812215,a long gun and several swivel guns
812328,the latter two states
813139,the last eleven years
813486,the last six weeks
813798,the next few days
814391,the last twelve months
814465,the last thousand years
814618,the legal three days
814743,the franker and more impulsive fingertips
814905,the last eight years
814953,the last few years
815055,a possible 45 games
815402,a good many bears
815596,another little boy many years
816395,the first few weeks
816535,a good many fairies
816867,the first 27 players
818325,the first few years
818336,the first few years
818850,the first few weeks
824107,the next 13 years
824376,the next six months
824435,The next few days
824964,a great many creatures
825394,a good many other efforts
825806,the next few days
826165,the female frog 41 grams
827628,no first five games
828856,the first few weeks
828872,a great many years
829036,a good many fairies
831267,the first fifty pieces
831688,a great many pets
832269,the last three years
832477,the first six months
832831,the first two iterations
832844,the last eight years
833925,"the early six , mid sixties"
833930,the last 40 to 50 years
834155,a good thirty dollars
836618,A great many children
836950,the top 2 % of economists
836977,a fucking few minutes
837469,a marvelous like two nights
837574,the next 30 minutes
838993,the past 18 months
839576,the last two years
840690,the real ten Commandments
840886,this negative 26.03 m
840955,the opening five games
840964,the last two away fixtures
840965,the bottom six places
841231,the other very many visits
841348,the first two rounds
841666,the same thing three nights
841667,the next two nights
842357,the first three minutes
842368,the other fifty - seven minutes
842557,the other two swords
844636,the other three children
844769,a great many times
845203,the first two decades
845669,the last 100 million years
845693,the previous five years
847288,the other three members
847461,the last four years
847877,the other two siblings
848917,a mere eighteen days
851342,a great many Turkeys
851509,the last four or five years
851582,the next five years
852041,the other two services
852154,an extra 9 experiences
852412,The top 100 songs
852985,a great many other things
853395,a season - high 12 combined tackles
853601,a great many women
853696,the next 15 minutes
853797,the past 100 years
853949,the past eight years
854472,the last 30 years
854487,the last five years
854494,the last 30 years
854752,an inner bridge and two outer bridges
855040,the last 20 years
855051,the next two decades
855167,a great many workmen
855803,the half - dozen deer
856239,a great many sick men
856531,the next few years
859111,the past three months
860412,The other 17 girls
860512,the first two challenges
860558,The other 6 girls
860617,a round dozen reviews
860792,The other 8 girls
861095,the peripheral one and 2 or 3 lower ones
861222,the last two weeks
861432,the first three pints
861861,the first three programmes
862143,the last ten years
862411,the next three four five years
862514,the last erm ten years
863489,the last few years
864747,a direct current overhead power supply 600 Volts
864780,a great many windings
864848,the original 32x25 cm
864906,the last one all members
865355,the next sixteen years
866580,a great many doors
866896,a possible 45 votes
867032,the last ten years
867646,the next five years
868150,a clear ten years
868864,a large waggon and eight horses
868982,the first 4D movies
869034,the next 12 hours
869052,the last four and a half hours
869247,the top five overall runners
869291,The first two one - hour sessions
869446,the top five class competitors
869483,the first two placings
869509,the top five overall entrants
869518,the last hundred years
869568,the last two years
869624,the next two hours
869824,the top four overall cars
869902,the past few hours
869918,the final two hours
869955,the past five years
870572,a fair wife and two children
870788,the last dozen years
871693,the first two nights
872354,the other two institutions
872405,the last 40 years
872721,the odd fifteen minutes
873058,these first two important sectors
873524,the late nineteen fifties
873555,the last few years
873637,the top three universities
873721,the last four years
873793,the other six Ranees
875024,the original 75 divisions
875377,the past twelve months
875794,the next three years
875915,The other 2 million dollars
876055,a mere three years
876272,the last erm fifteen years
876795,the last erm ten or twenty years
877063,the earlier 320 SGS
877337,the full ninety minutes
877437,the last 23 minutes
877503,the last few vacancies
877515,the past few years
877655,the past 15 years
877934,the last two - thirds
878916,the best 200 songs
879060,the last couple years
879154,the other two men
879261,"the late 1940s , racial housing policies"
879399,a very good few seasons
879454,The last three years
879968,the last few centuries
879996,the last ten thousand years
881443,"the last two , two or three years"
881520,the first five weeks
881525,the last two years
881695,these last two minutes
882136,a personal best 30 rebounds
882265,the last twenty - five years
882351,the last ten years
882746,the last twenty - five years
883230,The last two reasons
883278,the last few days
883568,the entire seven days
883659,the nearest town four hundred miles
883710,a safe anchorage fifteen miles
883746,the final two partial products
884194,the last few miles
884557,the last two or three centuries
884681,the other two digits
884736,"A little further out , two bear cubs"
884800,the first 18 members
884919,the first 18 female members
885519,the last two and a half years
886534,a scandalous divorce six years
887072,the top 10 finishers
887126,the usual three horses
887383,the next 13 years
888468,the other six dogs
888596,an unexpected twelve months
888712,the first thirty years
888903,The top six teams
888984,The last fifteen years
889514,a mere five minutes
889732,the full ninety minutes
891556,the top 10 finishers
891805,the past few years
891866,the last few years
892105,the last few years
893745,the next twenty years
894084,a season - high ten combined tackles
895156,the last twenty years
895515,the next six months
895808,the first few days
896569,the last three years
897234,The other two men
897268,the last few days
897449,a round twenty years
897581,the next few programmes
897726,the nonprofit organization 9 Queens
899246,the past 60 years
900200,the next three years
900625,the first 5 LPs
900754,a great many other things
900926,the past few decades
901511,The first two resolutions
901738,the only two ways
902222,The first eleven editions
902508,The first two hits
903060,the next three weeks
903344,the same period 127 Springboks
904102,the first 152 awards
904235,the first few years
904249,a great many voices
904634,an additional thirteen minutes
905191,a combined ten seasons
905657,a great many curious ones
905842,a combined 14 seasons
906022,a total 16 finals
906065,the minus thirteen centimetres
906266,the first two games
906344,A Little Less Sixteen Candles
906368,the past three tournaments
906415,the first five minutes
906527,a whole lot more questions
906631,the first ten minutes
906687,The last ten minutes
907439,The other two dancers
907906,the last 10 years
908965,the next 18 years
909432,the past five years
909561,"the early 1900s , police vehicles"
909738,the last ten or fifteen years
910139,the big three Thoroughbred horse races
910308,the last two hours
910419,the last few hundred patients
910481,the last five or six hundred patients
911711,the next few years
911868,the last few years
911961,The first two albums
911986,the first two albums
912046,the last three decades
912569,a popular Top 40 outlet for years
912659,the larger or more important cities
913048,the following two conditions
914009,the top 100 world economies
914011,the top 100 international entities
914104,the big one two years
914305,the past two years
914895,the first two years
915026,the next three years
915975,the late nineteenth and early twentieth century many new units
916778,the next erm fifty minutes
916899,the last five minutes
917389,the full 90 minutes
917638,The other six species
918115,a great many things
918182,an impressive 30 appearances
918241,a superb 94 league appearances
918311,the first two games
919505,the last five hundred million years
919708,a great many brave deeds
919766,a good many young men
920178,a great many strange things
920185,the past few months
920431,the Australian championship four times
920576,a great many Nymphs
920581,the next seven years
920777,the first 30 minutes
920902,the next 22 hours
921392,the other two monsters
921499,the last few years
921780,the past seventeen or eighteen years
922101,the last erm few years
922300,a great many things
922301,a great many things
922347,any other four walls
922359,the first two or three times
922373,the next twenty five years
923172,the first twenty odd years
923817,a good many mild days
923952,the next two seasons
924181,the last few years
924449,a great many times
924922,a great many huge flies
924936,a great many species
925206,the next few weeks
925734,the next two weeks
925763,the next few weeks
925782,a good many hours
926144,a great many people
926892,a great many strange adventures
927048,the first five tracks
927310,the last three decades
927530,the last five centuries
927535,the original two sets
927561,the next hundred years
927899,a great many friends
927981,the next two years
928175,the other two game styles
929386,the first few seconds
929614,a quiet and delightful hundred years
930149,the first 79 minutes
930297,the last twenty years
930519,a great many days
930670,a great many people
930930,a great many hundred years
931194,a great many playful leaps
931470,the last five days
931845,The first two repunits
933162,a great many tender feelings
933324,an estimated 65 % of customers
933802,the last six months
934404,an audio CD and several DVDs
934743,the last few weeks
935360,a great many Giants
935809,a great many thousand Pygmies
935959,a great many centuries
935965,the first 3 routes
936122,The other ten super
936697,a particular few types
937766,a vast many rows
937870,a total 51 episodes
937950,a great many trumpeters
938104,the last few things
938271,a great many hurricanes
938975,the last few years
939501,the next ten days
939937,a great many yards
940501,a great many beautiful shells
940606,a great many flowers
940959,the last 25 years
940996,the first 40 municipalities
941399,a vast many tender fears
941811,a great many other accomplishments
941945,a great many little children
942324,the past few months
942569,a great many misfortunes
942739,a great many tears
943976,an initial 150 specialty stores
944560,the final four volumes
944828,the first two or three steps
944877,a great many years
945684,The first three books
945796,the past eight days
946167,the last twenty years
946771,The other two children
948555,the negative three - halves
949635,the next three years
949731,the next 44 years
951818,the last twenty years
952429,the past few months
952520,the last six months
952705,the next five seconds
952709,The first three episodes
952967,the Top 10 innovators
954191,the last four decades
955175,the past 3 years
956560,the next several years
956979,the next twenty - four hours
957031,a great many ladies
957472,the last few years
957682,a great many things
957846,a great many baskets
959294,the original 75 divisions
959593,the last 60 years
959608,the first ten days
960147,The Top Ten Times
960270,the new 52 parallel Earths
961150,the other two sons
961216,The next three houses
961725,the last 20 years
962186,the past few years
962360,a good many words
962753,a combined 41 official reigns
962826,A great many empty bottles
964063,a good many trifling pieces
965195,the first six months
965431,"An additional 3,400 commuters"
965455,the past six years
965487,the next forty eight hours
965500,a great many things
965975,an additional eight strings
965998,the past 25 years
966086,the next four weeks
966217,the past 25 years
966238,the next 15 years
966596,the past 35 years
966722,The past 30 years
966747,the past 30 years
966751,the past 30 years
966935,"some estimated 25,000 lives"
967065,The first fifteen candidates
967614,the last hundred years
968408,these next 18 minutes
968464,the past five years
968836,a career - high seven tackles
968846,the last seven years
969377,the first ten seconds
969829,the first three films
970597,a different color-- 1.35 times
971038,a different color-- 2 times
971044,a further three seats
971240,a great many good points
971640,The first five episodes
971974,the requisite three days
972156,the next two years
973136,a half dozen finishing cuts
973743,the last two lines
974012,the first six months
974644,the other two rings
974647,a good many children
976337,The first few thousand minor planets
976339,The first 3 pages
976340,The first 13 and 33 pages
976571,these last two or three days
976713,the great war many poor people
976956,"the next 20 , 30 , 40 minutes"
977625,the next six or seven weeks
977985,a - dozen little ones
978135,the last four girls
978142,The last four girls
980028,a great many times
980438,the top three competitors
980550,the other three squares
980756,the next few weeks
982037,the first two years
982038,the first two years
982212,the opening 10 minutes
982214,the next six minutes
982942,the last 20 - something minutes
983320,the second two months
984590,the last few weeks
984670,"An estimated 700,000 people"
984896,The top three contenders
985167,an extra thirty minutes
985409,the other six hortative modalities
986558,the past 30 years
986911,the top ten clients
987321,a good many people
987955,an impressive 24 goals
989090,the other three provinces
989957,the last two days
990184,the other two PER proteins
990186,the last ten years
992101,the first 7 years
992297,the last ten years
992435,the last ten years
992908,the next few videos
994172,the first two lines
994503,the top 50 law firms
996090,The First Three Captains
996623,a vague idea 50 years
996964,the youngest four - star generals
997175,the next 50 years
997177,a great many little ones
999392,the first 100 games
999649,the first one hundred pages
1000772,the past four decades
1001001,the last few years
1001065,the next nineteen years
1001457,the first three halls
1001502,the Cuban presidency 10 years
1001689,an extra three hundred miles
1002003,the whole 640 acres
1003403,"a potential 40,000 secondary jobs"
1003711,the past five years
1003762,a superior geographical environment and many railways
1006091,the last few days
1006445,the first two or three hoeings
1007978,the next six years
1008623,a great many feelings
1009791,the last three nights
1010012,"the ninth , three quarters"
1010850,the first 24 hours
1010886,the next ten years
1010950,the entire 2003 and 2004 seasons
1010951,the final two games
1011017,the first five years
1011436,the last two identification elements
1011468,the new 2011 plates
1011929,the last few days
1012134,the past fifteen years
1012163,"the last forty , fifty years"
1012223,the last 40 years
1012274,the first 15 years
1012332,the next two decades
1012413,the last 40 years
1012420,The first three stations
1012452,A scant six years
1012517,the next three months
1013249,the last few months
1013950,the last 40 - 50 years
1013967,the last 40 - 50 years
1014465,a vast cake and several pumpkin pies
1014516,"the lonely , drifted country road five minutes"
1014637,the last 40 - 50 years
1015402,a good forty feet
1015487,"the last thirty , forty years"
1015697,the last 35 years
1015914,the last thirty years
1016600,a great many times
1016698,the last ten years
1016784,the last 10 years
1017283,the normal two cupboards
1017445,the last 20 - 30 years
1017640,the next ten years
1018151,the half - dozen boys
1018427,the last few years
1018828,a half - dozen boys
1019650,the last 30 years
1020430,The next three speakers
1020655,the last 50 years
1021740,a great many days
1021799,a great many places
1023358,the first four tracks
1025147,the same base and three limbs
1025773,an old father and two fryars
1026316,the only two defendants
1026815,the first three meetings
1026841,the next two meetings
1027615,the next few weeks
1027809,the first six - months
1028306,a half - dozen pink thimble cakes
1029036,that last five turnings
1029367,the adult female frog 42.6–61.9 mm
1029394,the left five final turns
1030604,the next twenty years
1030760,the top two parties
1030919,The first few days
1030929,a great many garments
1031064,the other three seats
1031955,the past 20 years
1032768,all drawn fifteen miles
1033516,the first six prisoners
1033755,the last twenty - three years
1034290,The last five solo exhibitions
1034427,The extra two bushels
1034449,a large pine and several birches
1034605,the next few weeks
1035335,the last three games
1035750,a monumental facade and two floors
1036131,the next few years
1037633,a good many months
1038199,the past few months
1038550,the last three gummies
1038833,the first three games
1038906,a combined nine points
1039160,the last three games
1039180,"THE FINAL THREE , D SEVERAL CLOSE CALLS"
1040807,the next six months
1041594,the last four holes
1042227,the first three rounds
1042231,the final two rounds
1042848,the last three weeks
1043333,the last six months
1043894,the bitterly contested 2011 Sarawak elections
1045039,the first hour and three - quarters
1045734,the first two rounds
1046039,a really nice three hours
1046582,the last three months
1047238,the first three months
1047347,the last probably ten years
1047403,the famous seven -
1047657,the past 100 years
1047713,The last six letters
1048143,the final two races
1048180,the final five laps
1048308,the previous two years
1048373,the next four races
1048483,the first 36 holes
1049746,an additional five awards
1050112,the first two rounds
1050637,The top eight seeds
1050658,the other three ladies
1052279,The Same and Eight Days
1053015,The next two friends
1055315,the final engagement and twenty - six men
1055757,The previous two lead singles
1056831,the requisite three days
1057130,"each other 1,000 years"
1057137,the last 5 years
1057216,a court - appointed guardian three years
1057381,a new 150 meters
1057955,a then career - high 12 points
1058036,a then career - high 21 points
1058041,a career - high 24 points
1058053,a season - high 16 points
1058056,a career - high 27 points
1058060,a season - high 19 points
1058275,the first 30 elements
1058303,an additional 5 years
1058500,the first two cardinal numbers
1060304,the last few weeks
1060977,the first five years
1061024,an additional nine seconds
1061041,an estimated four million times
1061332,the first two lines
1061807,a mere 11 kilometres
1062593,a wind - aided 12.06 seconds
1062815,the last 10 years
1063080,the top five videos
1063375,each individual event two athletes
1063539,the last 15 seasons
1063867,a record 25 applicants
1064271,the last 4 years
1065074,each individual event two athletes
1065602,the first two years
1065671,a good few notes
1065881,the next two months
1066326,the final two rounds
1066704,the past twenty years
1068149,the first ten lines
1068172,the past five years
1068318,the last few years
1068539,the last five or six years
1069230,the famous seven - leagued ones
1069732,the first six books
1070028,a little bit more communications
1070647,the next few weeks
1070825,the first few days
1070896,the previous four years
1070897,the first three rounds
1071421,the past 20 years
1071494,the last three years
1071503,the last two or three years
1071673,the last 20 years
1072311,an additional 100 children
1072873,the next six months
1072891,an additional four officers
1073078,the next six months
1073229,the other two destroyers
1073634,the last two destroyers
1074064,The same three ships
1074120,the last two destroyers
1075279,the same four destroyers
1077122,"an estimated 10,000 illegal aliens"
1077485,the 20th century A.D. Several hundred pictographs
1077513,the first six books
1078134,a good few notes
1078868,the top six stories
1078884,the next few years
1079465,the last six months
1080332,The best 6 athletes
1081105,the past five years
1081179,the past five years
1081201,the next three years
1081380,the outdoor 110 meter hurdles
1081408,the indoor 60 meter hurdles
1082044,the last two places
1082045,the top eight teams
1082074,the first stage twenty - four clubs
1082076,The best three teams
1082197,the last four clubs
1082216,the second stage sixteen clubs
1082219,The best six teams
1082236,The best two clubs
1082255,the best twelve teams
1082483,the early Phase two studies
1083312,the last four to five weeks
1083713,the opening three rounds
1083946,A further seven taxa
1084097,the past few million years
1084302,the last few championships
1084798,a further two seasons
1085428,a further 33 points
1085629,a season - high seven combined tackles
1085640,a season - high six solo tackles
1085641,a season - high seven combined tackles
1085659,a season - high three combined tackles
1085660,a season - high four combined tackles
1085675,a season - high two pass deflections
1085676,a career - high nine combined tackles
1085930,the next few minutes
1086524,the first 5 days
1087420,the other three members
1088186,the first two women
1088552,the next three years
1088618,the top 50 newsmakers
1090065,the last two years
1090800,The first 4 units
1091302,the past few years
1092123,the last three elections
1092597,the last six years
1092968,the next six months
1095651,the past several years
1096680,an outstanding second half fightback and five unanswered tries
1096683,the first 8 rounds
1096741,the final four games
1096773,the previous four years
1096830,the last few years
1096899,the last twenty - five years
1097596,the initial ten teams
1097630,the original ten teams
1098502,the half - dozen steps
1098829,the first five books
1098948,All contemporary 46 states
1100603,the next five elections
1101079,the next 16 months
1102737,the last five years
1102922,the original seven astronauts
1104128,the first 4 games
1104143,a career - best 20 games
1104196,the next twelve years
1104287,the first few minutes
1104514,the next few months
1104537,the only two occupants
1104938,a further 15 games
1105085,the first 16 rounds
1105088,the opening four rounds
1105663,the next ten or fifteen years
1105876,"an estimated 5,000 Jews"
1106397,the half - dozen runners
1106692,an extra five days
1106699,the last ten years
1106704,the last five years
1106724,an extra five days
1106873,a massive 2.5 kilograms
1107256,the next five years
1107408,the next two or three years
1109356,the last two photos
1110681,The original twelve boys
1110809,the next twenty years
1110909,the previous two years
1110967,"an extra 1,500 francs"
1111131,"an extra 2,000 francs"
1112841,the next 11 championships
1112960,the first three seasons
1113269,the next three decades
1113631,the next ten years
1116464,the first two seasons
1117369,the past four years
1117557,The top two teams
1119142,the whole two hours
1119414,the first time four women
1119454,the metric 5000 metres
1119703,the last three days
1120032,the next four years
1120676,the last four months
1122189,A red oval - shaped embroidered item 1 3/8 inches
1122419,the prior 12 months
1122714,the first five games
1122715,a season - high 21 points
1122722,a season - high 18 points
1122769,a career - high 30 points
1122891,a career - high 32 points
1123610,the next six years
1124083,the other two team members
1124331,The other two branches
1124651,the next three months
1125252,"an additional 27,000 customers"
1125271,an estimated 20 acres
1125302,an additional 300 acres
1125589,these next few years
1127230,the last six sentences
1127481,a further six consecutive seasons
1127485,a further two seasons
1127488,a further 27 goals
1127979,the past ten years
1129770,the Top 100 Racehorses
1131072,the first seven questions
1131242,the other two ideas
1131400,the first six primes
1131749,the top ten countries
1131772,the top twelve teams
1134263,the first two letters
1135116,the next two decades
1135563,the last 50 years
1136720,the first two GPs
1136845,the first two places
1137748,any other two numbers
1138071,the last 28 minutes
1138245,the next few days
1139073,the next seven years
1139340,an estimated 90 German soldiers
1139499,the next six months
1139505,the current 2 provinces
1141080,the first two cars
1143679,The next few moments
1144823,the first two installments
1145432,a career - high 39 points
1146065,The top three teams
1146097,the next twelve months
1146136,the top four teams
1146158,The following eight teams
1146375,The other seven laws
1146775,the last two days
1147822,The other two books
1148433,a cold few days
1148716,the first two rounds
1148844,the past few months
1148966,The top four teams
1149102,the final two qualification spots
1149278,the same two teams
1149327,The top two teams
1149589,the other three men
1149912,a further 25 dependent translators
1150227,the last few hours
1150716,the lower deck and twenty - eight 12 - pounder guns
1150923,the last two years
1152486,the first three persons
1152914,An estimated five million people
1153033,the last three years
1153754,the first two rounds
1153836,the lower deck and thirty 12 - pounder guns
1153866,the lower deck and twenty - eight 12 - pounder guns
1153950,The first two teams
1154939,the above two albums
1155432,an extra four packets
1156125,a further three years
1158337,the other two groups
1159094,an additional 300 men
1159628,the early 1500 ’s
1159688,that bad boy twenty thousand dollars
1160154,the last ten minutes
1161331,the last two letters
1161483,the next 12 minutes
1162351,the last ten minutes
1163569,"the last 100,000 years"
1164762,the past three decades
1164763,the past 10 years
1165667,the last ten years
1166495,a broken leg and two or three bullets
1167205,the past 3 years
1167335,the last two days
1168411,the other 46 seats
1169073,the past 13 years
1169719,the last 40 stages
1170473,the last three seasons
1170477,the last fourteen months
1170550,"the early 1980s , punks"
1171767,the other 3 sons
1171878,the top 20 breastrokers
1174687,The other 8 cores
1176462,the same two teams
1176472,the past 6 months
1176481,the previous two finals
1176538,the next twelve months
1176559,each other six times
1177119,a last few words
1177567,the last two and a half months
1177730,a further four victories
1177744,a further three victories
1177786,the select few pilots
1177903,the other two lawyers
1178819,the next two years
1179831,The top three individuals
1180172,the last two rounds
1180184,the first five rounds
1180309,the first five rounds
1180311,the final two rounds
1180348,a grueling 10 - round points
1180786,a possible four stars
1181000,the narrow side and seventeen inches
1182829,the last four or five years
1183279,the other two boys
1183622,the overall top 3 awards
1183993,"the earlier , six tractor trailers"
1184006,a further 13 victories
1184152,the same time four times
1185558,the last seven seconds
1185560,The first couple stabs
1187493,the last 500 years
1188704,the first three weeks
1189492,a similar project several years
1190319,the last few years
1190869,the first two vaccinations
1191070,a tough final two years
1192474,the poor three dollars
1192602,"the last twenty , thirty years"
1193502,the other four teams
1193835,"an additional 20,000 people"
1194126,the final 35 yards
1194518,the last ten years
1196176,a further 36 hectares
1196797,the next two years
1198994,the last five years
1199391,the first 10 games
1199631,the last two loaves
1200004,an extra twenty eight days
1200028,a good many things
1200182,the initial three acres
1200187,the first two cows
1201158,the next five years
1201764,the first two books
1201852,the next 50 years
1202542,the top 25 foreign exchange banks
1202699,the first nine months
1202707,the first nine months
1203060,The first twenty dinars
1203510,the next few videos
1203999,the last four years
1204047,the other three months
1205026,a white blaze and three white feet
1205077,the Democratic party and several influential liberals
1205604,the next 25 years
1205827,the last thirty years
1206109,the last two years
1206371,the first two innings
1207608,the next few slides
1209325,"a record 78–76 , 30 games"
1209462,this first four bikes
1210177,the next two years
1210569,a career - high and franchise record 525 passing yards
1211722,the exact same six characters
1212062,the first 40 games
1214396,the last 26 marathons
1217324,the next few hours
1218333,the last hundred yards
1218790,a good 25 pounds
1219318,a great many days
1219576,the first 980 episodes
1220119,the last thirty - five years
1220726,the top five causes
1220924,a good many times
1221481,A good many thoughts
1221952,"the first one , the routes"
1223015,a further two and a half lengths
1223379,the first two seasons
1224399,the political left two alliances
1224625,The main two people
1225595,a further three lengths
1225598,the last fifty yards
1226322,the top 20 questors
1226354,a good many little scenes
1227520,an improvised speech several hours
1229054,the first 30 seconds
1229058,the second 30 seconds
1230337,the top 8 groups
1231572,the top five recruiting classes
1231833,the next two years
1232481,the last 40 years
1232712,a good many cries
1232972,the first two games
1233263,The first fifty nonhypotenuse numbers
1234649,the first six letters
1235480,the past three months
1235769,the last few words
1237309,the first few months
1237357,the first few years
1238686,the last four seasons
1238701,the following 18 persons
1238708,a combined five times
1238859,each other 89 times
1240447,a large arena and many people
1240813,these last two days
1241296,"the first one , some sources"
1241354,the previous five years
1243116,the previous two seasons
1243449,"an additional 4,000 seats"
1244613,the final two years
1245153,the northern two - thirds
1246893,the past 70 years
1247908,a positive ten pounds
1248216,this lower world many things
1248622,a good many years
1249753,a further 21 appearances
1250299,a career - high 44 tackles
1250357,the first five games
1251794,a further two months
1252512,A good few years
1252921,a good many comforts
1254743,the following two teams
1254933,The first 10 perfect numbers
1255092,the next few years
1255827,the next few years
1256711,the next few decades
1256782,an American ship and three British ships
1257167,a good 20 minutes
1257272,a good ten minutes
1257647,a small town 16 kilometers
1258171,The first few superabundant numbers
1259602,the next few minutes
1260383,the original 22 episodes
1260397,The first eight factorials
1260656,a good many little gifts
1260748,The final three singles
1261650,the last six copies
1261747,The first two tracks
1262594,the next few minutes
1262847,the last two years
1263094,a good many bitter tears
1263223,the classic 501 darts
1263995,an awful three years
1264078,a white star three times
1264321,"an estimated 2,998,235 people"
1264991,any big event twenty years
1265958,the first 51 laps
1266036,an extra three laps
1266128,a record 15 cautions
1266146,the first 96 laps
1266185,a record 140 laps
1266200,the final 25 circuits
1266203,the final 50 yards
1266550,the last twelve thirteen years
1267128,the first two options
1267145,the older .30 cal magnums
1267182,the popular model 70 rifles
1267370,the opening 14 matches
1267444,the last couple years
1267577,a scheduled flight four times
1267953,"a great many , all mothers"
1268228,the next four years
